"song_popularity","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","audio_mode","es_instrumental","valence_binned"
54,0.0909,-5.228,0.617,212666,"4",0.403,0.723,73.018,0.0227,0.0441,"6","1",0,"valence_media"
53,0.113,-5.245,0.678,201706,"4",0.732,0.871,125.077,6.2e-05,0.0298,"6","0",0,"valence_alta"
36,0.105,-11.41,0.728,208619,"4",0.434,0.476,78.909,0.0315,0.189,"7","1",1,"valence_media"
47,0.624,-5.501,0.768,196832,"4",0.825,0.763,160.637,0.119,0.392,"5","0",0,"valence_alta"
38,0.325,-1.747,0.586,274472,"4",0.305,0.989,174.057,0.00745,0.0506,"4","0",1,"valence_baja"
56,0.0808,-8.663,0.538,234496,"4",0.224,0.599,94.007,0.274,0.038,"1","1",1,"valence_baja"
55,0.229,-7.424,0.652,244813,"4",0.483,0.537,100.369,0.0328,0.114,"8","1",0,"valence_media"
59,0.114,-7.516,0.664,245681,"4",0.474,0.623,123.755,0.22,0.396,"6","1",0,"valence_media"
77,0.0878,-7.155,0.871,180983,"4",0.0951,0.561,122.041,0.627,0.0525,"1","1",0,"valence_baja"
53,0.0951,-24.148,0.42,190515,"4",0.0626,0.127,89.794,0.611,0.0398,"2","1",1,"valence_baja"
64,0.0931,-5.87,0.436,467640,"4",0.496,0.826,149.937,0.00975,0.0541,"2","1",0,"valence_media"
25,0.28,-1.787,0.6,208493,"4",0.828,0.982,150.016,0.00912,0.12,"6","0",0,"valence_alta"
74,0.111,-9.311,0.947,197026,"4",0.275,0.441,125.01,0.0353,0.056,"2","1",0,"valence_baja"
97,0.0899,-3.714,0.834,312820,"4",0.659,0.794,155.008,0.00513,0.222,"11","1",0,"valence_media"
71,0.111,-5.814,0.876,178813,"4",0.663,0.641,119.987,0.17,0.03,"0","1",0,"valence_alta"
51,0.0616,-5.523,0.74,104000,"4",0.536,0.853,140.024,0.0463,0.13,"5","0",0,"valence_media"
50,0.0404,-4.832,0.652,181672,"4",0.279,0.855,134.009,0.156,0.0441,"2","1",0,"valence_baja"
85,0.0764,-5.34,0.751,180000,"4",0.377,0.852,107.178,0.0882,0.257,"7","0",0,"valence_media"
37,0.102,-8.005,0.634,229640,"4",0.312,0.529,98.882,0.429,0.18,"6","1",0,"valence_baja"
47,0.242,-4.008,0.659,157461,"4",0.346,0.734,161.971,0.0526,0.046,"0","1",0,"valence_media"
53,0.0829,-22.759,0.558,201000,"4",0.0509,0.089,98.031,0.842,0.0296,"0","1",1,"valence_baja"
59,0.0493,-7.039,0.947,227893,"4",0.785,0.812,125.462,0.0324,0.107,"4","0",0,"valence_alta"
51,0.186,-5.027,0.724,247595,"4",0.952,0.954,125.043,0.282,0.0493,"5","1",0,"valence_alta"
86,0.0619,-4.783,0.572,211817,"4",0.798,0.957,92.082,1.17e-05,0.0342,"8","0",0,"valence_alta"
50,0.326,-14.578,0.483,273133,"4",0.225,0.179,107.417,0.943,0.317,"9","0",0,"valence_baja"
34,0.16,-3.998,0.71,283813,"4",0.714,0.969,155.02,0.0627,0.0561,"10","1",0,"valence_alta"
55,0.242,-7.627,0.621,190180,"4",0.429,0.935,99.981,0.000785,0.0366,"5","1",0,"valence_media"
69,0.117,-4.029,0.763,189000,"4",0.602,0.681,120.06,0.401,0.1,"1","0",0,"valence_media"
68,0.376,-3.176,0.65,346022,"4",0.899,0.879,140.027,0.178,0.0511,"8","1",0,"valence_alta"
48,0.664,-4.478,0.536,159905,"4",0.724,0.887,122.012,0.146,0.377,"4","1",0,"valence_alta"
46,0.0562,-4.429,0.653,146373,"4",0.919,0.805,100.021,0.338,0.0297,"9","1",0,"valence_alta"
69,0.0796,-6.769,0.559,176026,"4",0.623,0.466,117.21,0.315,0.0362,"10","1",0,"valence_media"
42,0.211,-11.135,0.53,177893,"4",0.773,0.346,81.12,0.846,0.0497,"11","0",0,"valence_alta"
41,0.204,-14.901,0.256,247377,"4",0.143,0.137,93.702,0.868,0.038,"8","1",0,"valence_baja"
40,0.168,-2.656,0.95,221962,"4",0.768,0.679,106.037,0.162,0.219,"7","1",0,"valence_alta"
95,0.372,-3.998,0.816,182500,"4",0.65,0.726,136.048,0.099,0.129,"5","0",0,"valence_media"
50,0.143,-2.916,0.609,204375,"4",0.259,0.88,180.883,0.335,0.0357,"6","1",1,"valence_baja"
64,0.225,-5.561,0.505,194300,"4",0.273,0.572,120.057,0.179,0.0518,"0","1",0,"valence_baja"
46,0.0817,-6.931,0.739,158380,"4",0.684,0.798,82.433,0.621,0.526,"10","0",0,"valence_alta"
70,0.175,-23.857,0.277,300666,"4",0.44,0.0282,118.425,0.993,0.0432,"5","1",1,"valence_media"
69,0.34,-9.388,0.472,214960,"4",0.719,0.9,86.333,0.148,0.0582,"10","0",0,"valence_alta"
98,0.396,-5.833,0.835,260000,"4",0.35,0.626,91.03,0.0992,0.125,"1","0",0,"valence_media"
90,0.155,-4.963,0.699,343099,"4",0.633,0.591,145.063,0.0367,0.345,"8","0",0,"valence_media"
81,0.0685,-4.992,0.743,92333,"4",0.59,0.69,92.909,0.0251,0.0812,"8","0",0,"valence_media"
62,0.0686,-6.65,0.605,184000,"4",0.119,0.596,126.066,0.107,0.0292,"9","1",0,"valence_baja"
77,0.104,-7.621,0.707,232040,"4",0.247,0.505,91.97,0.535,0.253,"4","1",0,"valence_baja"
67,0.188,-4.237,0.476,320893,"4",0.667,0.803,152.497,0.00482,0.0785,"9","0",0,"valence_alta"
61,0.248,-5.243,0.667,245573,"4",0.249,0.881,99.003,0.0188,0.0287,"10","1",1,"valence_baja"
40,0.0808,-14.776,0.252,170000,"3",0.382,0.461,206.796,0.829,0.0378,"5","1",0,"valence_media"
74,0.322,-4.123,0.646,277788,"4",0.418,0.823,128.035,0.213,0.0394,"2","0",0,"valence_media"
54,0.13,-7.224,0.586,169466,"4",0.391,0.468,91.056,0.255,0.0255,"11","0",0,"valence_media"
68,0.622,-6.399,0.644,203720,"4",0.871,0.71,124.992,0.181,0.0683,"2","1",1,"valence_alta"
65,0.0949,-4.933,0.789,227306,"4",0.574,0.827,97.518,0.326,0.0647,"9","1",0,"valence_media"
57,0.0611,-7.826,0.916,230026,"4",0.634,0.64,156.203,0.000384,0.0397,"0","1",0,"valence_media"
13,0.201,-5.239,0.582,230426,"4",0.534,0.891,115.027,0.21,0.0372,"2","1",0,"valence_media"
63,0.0954,-11.995,0.307,173173,"3",0.569,0.884,135.533,0.454,0.0483,"5","1",1,"valence_media"
31,0.347,-14.392,0.562,211560,"4",0.442,0.304,132.495,0.764,0.168,"9","1",1,"valence_media"
57,0.897,-3.205,0.63,255750,"4",0.452,0.902,88.038,0.0049,0.193,"2","1",0,"valence_media"
1,0.091,-6.573,0.738,249906,"4",0.628,0.57,97.752,0.557,0.0864,"7","0",0,"valence_media"
6,0.115,-10.329,0.827,411973,"4",0.364,0.419,119.974,0.501,0.112,"10","0",0,"valence_media"
59,0.0992,-3.992,0.76,232066,"4",0.856,0.816,130.315,0.0464,0.0286,"5","1",0,"valence_alta"
56,0.11,-5.178,0.53,201333,"4",0.382,0.634,180.153,0.101,0.0652,"8","0",0,"valence_media"
64,0.108,-5.84,0.838,200666,"4",0.386,0.632,112.433,0.153,0.0539,"10","0",0,"valence_media"
15,0.133,-7.164,0.833,199146,"4",0.489,0.542,102.565,0.194,0.0436,"9","0",0,"valence_media"
51,0.0573,-22.89,0.101,173320,"3",0.035,0.223,172.103,0.986,0.0388,"1","1",1,"valence_baja"
42,0.693,-7.642,0.643,202146,"4",0.31,0.496,157.905,0.0125,0.0556,"9","1",0,"valence_baja"
58,0.322,-3.008,0.415,205125,"4",0.397,0.983,105.013,0.000372,0.0824,"7","1",0,"valence_media"
76,0.0436,-5.156,0.83,191115,"4",0.852,0.72,92.973,0.0178,0.256,"4","0",0,"valence_alta"
30,0.325,-8.532,0.804,230906,"4",0.174,0.383,129.901,0.491,0.0633,"0","0",0,"valence_baja"
64,0.454,-2.979,0.458,211430,"4",0.46,0.99,113.03,0.0109,0.165,"8","1",0,"valence_media"
39,0.0931,-14.412,0.521,138051,"4",0.525,0.194,115.392,0.929,0.0457,"8","1",0,"valence_media"
55,0.206,-10.997,0.63,278626,"4",0.643,0.519,143.942,0.225,0.0528,"9","0",0,"valence_media"
48,0.314,-5.82,0.538,244899,"4",0.421,0.801,140.082,0.34,0.0456,"0","1",0,"valence_media"
48,0.317,-5.429,0.393,197866,"4",0.364,0.365,81.525,0.709,0.0278,"6","1",0,"valence_media"
74,0.205,-5.951,0.829,239306,"4",0.883,0.878,87.991,0.0959,0.0343,"2","1",0,"valence_alta"
60,0.229,-6.608,0.766,300106,"4",0.635,0.664,145.054,0.181,0.121,"11","0",0,"valence_media"
43,0.0864,-4.906,0.752,159711,"4",0.858,0.807,92.004,0.162,0.28,"11","1",0,"valence_alta"
52,0.0801,-11.328,0.483,354842,"4",0.239,0.476,140.286,0.629,0.0345,"5","1",0,"valence_baja"
73,0.0912,-9.11,0.316,269906,"4",0.299,0.658,154.259,0.000334,0.0308,"5","1",0,"valence_baja"
73,0.109,-3.069,0.524,161973,"4",0.644,0.913,123.936,0.106,0.05,"5","0",0,"valence_media"
35,0.322,-5.082,0.861,227864,"4",0.746,0.971,97.625,0.074,0.344,"11","0",0,"valence_alta"
86,0.0543,-6.774,0.752,163216,"4",0.582,0.764,121.958,0.0476,0.038,"1","1",0,"valence_media"
58,0.0773,-6.638,0.552,187741,"4",0.958,0.837,123.951,0.0113,0.0403,"5","0",0,"valence_alta"
72,0.147,-5.427,0.722,314357,"4",0.931,0.811,91.367,0.373,0.106,"5","1",0,"valence_alta"
44,0.0542,-6.806,0.67,206320,"4",0.577,0.709,129.97,0.0647,0.0406,"8","0",0,"valence_media"
74,0.0784,-8.18,0.659,258411,"4",0.647,0.498,106.186,0.156,0.043,"3","1",0,"valence_media"
51,0.375,-5.413,0.515,313388,"4",0.434,0.877,126.996,0.375,0.132,"5","1",1,"valence_media"
53,0.115,-4.291,0.87,220490,"4",0.562,0.629,114.983,0.122,0.0454,"0","1",0,"valence_media"
17,0.162,-6.656,0.8,263653,"4",0.416,0.538,102.967,0.581,0.0675,"8","1",0,"valence_media"
73,0.294,-7.075,0.634,190931,"4",0.919,0.849,150.039,0.0438,0.105,"0","1",0,"valence_alta"
62,0.0969,-5.265,0.665,347800,"4",0.585,0.861,124.896,0.00652,0.0272,"0","1",0,"valence_media"
31,0.0628,-5.87,0.755,186080,"4",0.547,0.769,114.966,4.91e-05,0.186,"10","1",0,"valence_media"
71,0.154,-3.275,0.643,188174,"4",0.139,0.871,120.23,0.366,0.028,"7","1",0,"valence_baja"
48,0.345,-9.484,0.595,220920,"4",0.747,0.636,107.991,0.234,0.172,"7","1",0,"valence_alta"
28,0.358,-5.678,0.729,218560,"4",0.548,0.888,104.986,0.00205,0.085,"11","0",0,"valence_media"
61,0.101,-5.212,0.687,218853,"4",0.147,0.687,142.009,3.96e-05,0.0708,"6","0",0,"valence_baja"
52,0.0411,-9.824,0.664,190515,"4",0.557,0.526,97.055,0.0116,0.162,"1","0",0,"valence_media"
33,0.119,-5.582,0.718,220206,"4",0.829,0.696,115.024,0.188,0.0461,"7","0",0,"valence_alta"
78,0.0678,-3.757,0.532,210571,"4",0.795,0.887,122.511,0.0778,0.0386,"0","1",0,"valence_alta"
7,0.0823,-10.106,0.646,179386,"4",0.412,0.413,170.081,0.0425,0.0517,"10","0",1,"valence_media"
78,0.351,-3.907,0.514,240640,"3",0.287,0.861,110.568,0.177,0.408,"9","1",0,"valence_baja"
75,0.06,-8.632,0.728,275440,"4",0.787,0.824,131.468,0.177,0.0353,"8","1",0,"valence_alta"
51,0.625,-5.758,0.715,205000,"4",0.405,0.793,139.965,0.00182,0.172,"5","1",0,"valence_media"
61,0.0909,-3.719,0.597,238973,"4",0.666,0.656,99.888,0.00345,0.0419,"5","1",0,"valence_alta"
64,0.466,-4.984,0.93,348318,"4",0.906,0.913,108.036,0.00392,0.0528,"11","1",0,"valence_alta"
50,0.631,-2.978,0.417,180897,"4",0.734,0.893,128.069,0.0185,0.0531,"7","1",1,"valence_alta"
49,0.0646,-3.959,0.582,243506,"4",0.927,0.913,150.001,0.00107,0.226,"8","1",0,"valence_alta"
69,0.126,-7.739,0.644,232600,"4",0.181,0.407,111.916,0.711,0.0297,"9","1",0,"valence_baja"
76,0.115,-16.375,0.585,196790,"3",0.142,0.303,136.703,0.694,0.0398,"4","1",1,"valence_baja"
70,0.418,-6.441,0.742,151062,"4",0.964,0.844,94.007,0.0838,0.111,"10","1",0,"valence_alta"
74,0.102,-4.938,0.451,216933,"4",0.198,0.651,136.373,0.218,0.107,"0","1",0,"valence_baja"
66,0.384,-4.746,0.526,214400,"4",0.505,0.762,136.203,0.000972,0.0342,"0","0",0,"valence_media"
18,0.119,-10.675,0.474,164154,"4",0.497,0.717,174.266,0.0562,0.0796,"0","1",1,"valence_media"
55,0.042,-7.462,0.565,158062,"4",0.386,0.406,75.01,0.721,0.0343,"0","1",0,"valence_media"
0,0.398,-5.448,0.512,245813,"4",0.168,0.734,93.995,0.431,0.438,"8","0",0,"valence_baja"
46,0.0754,-3.974,0.428,213445,"4",0.439,0.904,199.869,0.107,0.261,"5","1",0,"valence_media"
66,0.124,-5.608,0.708,323186,"4",0.404,0.664,107.973,0.0539,0.124,"2","0",0,"valence_media"
77,0.166,-6.32,0.485,196480,"4",0.818,0.953,106.894,0.0113,0.0358,"4","0",0,"valence_alta"
68,0.202,-5.231,0.714,190400,"4",0.575,0.797,122.066,0.117,0.135,"5","1",0,"valence_media"
5,0.0591,-6.492,0.72,232089,"4",0.661,0.737,126.99,0.228,0.0427,"8","0",1,"valence_alta"
52,0.0858,-4.573,0.292,202853,"4",0.35,0.86,141.169,0.0526,0.033,"10","0",0,"valence_media"
52,0.392,-6.104,0.633,209197,"4",0.841,0.922,188.36,0.617,0.295,"1","1",0,"valence_alta"
53,0.0942,-3.561,0.77,211320,"3",0.975,0.705,142.039,0.307,0.0371,"1","0",0,"valence_alta"
68,0.137,-9.477,0.88,232571,"4",0.409,0.523,114.58,0.532,0.329,"10","0",0,"valence_media"
82,0.146,-3.754,0.614,218250,"4",0.288,0.922,120.033,0.0348,0.239,"6","0",0,"valence_baja"
64,0.215,-5.671,0.422,161400,"4",0.551,0.773,149.887,0.13,0.0537,"8","0",0,"valence_media"
70,0.254,-6.665,0.411,168240,"4",0.475,0.575,179.942,0.557,0.04,"1","1",0,"valence_media"
29,0.101,-15.178,0.58,209866,"4",0.596,0.374,142.369,0.902,0.145,"4","1",0,"valence_media"
18,0.0836,-10.386,0.753,217626,"4",0.522,0.407,118.314,0.858,0.0711,"6","0",0,"valence_media"
39,0.318,-3.358,0.545,182338,"4",0.87,0.669,180.075,0.403,0.143,"0","1",0,"valence_alta"
68,0.192,-4.706,0.687,193106,"4",0.707,0.825,109.987,0.0564,0.0429,"2","1",0,"valence_alta"
74,0.358,-4.417,0.341,204000,"4",0.484,0.9,94.095,6.79e-05,0.0482,"1","1",0,"valence_media"
75,0.0576,-7.361,0.558,161322,"4",0.507,0.694,134.018,0.194,0.0482,"11","1",0,"valence_media"
6,0.13,-5.62,0.508,250226,"4",0.11,0.76,125.979,0.0242,0.173,"6","1",0,"valence_baja"
84,0.288,-5.114,0.548,249296,"4",0.314,0.839,98.932,0.0267,0.0644,"7","0",0,"valence_baja"
52,0.22,-5.47,0.587,172516,"4",0.733,0.635,96.519,0.0353,0.0377,"5","1",0,"valence_alta"
38,0.109,-4.599,0.799,215445,"4",0.305,0.616,127.023,0.00694,0.0437,"5","0",0,"valence_baja"
44,0.109,-7.127,0.794,237186,"4",0.681,0.703,120.008,0.0886,0.285,"2","1",0,"valence_alta"
29,0.134,-5.331,0.695,185060,"4",0.597,0.794,77.695,0.614,0.104,"11","1",0,"valence_media"
62,0.0596,-7.49,0.676,205880,"4",0.776,0.879,126.942,0.0582,0.143,"3","0",0,"valence_alta"
73,0.095,-9.674,0.797,211120,"4",0.74,0.79,144.091,0.0246,0.247,"0","1",1,"valence_alta"
58,0.117,-7.509,0.849,245342,"4",0.819,0.657,112.682,0.0463,0.0396,"11","1",0,"valence_alta"
75,0.15,-4.225,0.647,209266,"4",0.875,0.964,126.942,0.00434,0.06,"9","0",0,"valence_alta"
53,0.0756,-7.008,0.404,233280,"4",0.122,0.51,97.044,0.684,0.0401,"9","0",0,"valence_baja"
75,0.255,-9.342,0.389,416133,"4",0.298,0.476,125.978,0.619,0.0316,"9","1",0,"valence_baja"
60,0.359,-3.762,0.616,225751,"4",0.806,0.933,173.968,0.121,0.0513,"0","0",0,"valence_alta"
56,0.1,-5.093,0.709,205093,"4",0.85,0.811,117.387,0.0016,0.0323,"7","1",0,"valence_alta"
57,0.0722,-3.892,0.391,194520,"4",0.213,0.831,139.946,0.000153,0.026,"4","1",0,"valence_baja"
67,0.168,-3.496,0.804,199944,"4",0.619,0.823,98.026,0.00523,0.147,"11","0",0,"valence_media"
45,0.0686,-11.21,0.494,173905,"4",0.966,0.575,160.034,0.251,0.283,"8","0",1,"valence_alta"
70,0.146,-5.856,0.563,226226,"4",0.616,0.26,145.561,0.578,0.0391,"4","1",0,"valence_media"
64,0.0845,-5.79,0.82,200013,"4",0.78,0.79,117.007,0.00429,0.081,"11","1",0,"valence_alta"
7,0.345,-14.075,0.617,196840,"4",0.914,0.456,113.403,0.836,0.241,"7","1",0,"valence_alta"
53,0.231,-5.598,0.64,193348,"4",0.592,0.951,125.013,0.000968,0.0413,"2","1",1,"valence_media"
64,0.0733,-3.051,0.759,187613,"4",0.444,0.715,163.073,0.0279,0.0337,"11","0",0,"valence_media"
8,0.297,-2.69,0.801,166932,"3",0.72,0.985,152.875,0.101,0.0647,"2","1",0,"valence_alta"
28,0.106,-10.89,0.551,203817,"4",0.339,0.203,79.902,0.909,0.0493,"9","0",0,"valence_media"
73,0.949,-2.762,0.688,248888,"4",0.507,0.924,125.995,0.147,0.0851,"11","0",0,"valence_media"
74,0.122,-2.39,0.665,192880,"4",0.32,0.89,139.943,0.228,0.197,"1","1",0,"valence_baja"
40,0.114,-5.796,0.677,180820,"4",0.677,0.805,156.011,0.0921,0.0903,"5","1",0,"valence_alta"
54,0.241,-7.269,0.779,172471,"4",0.826,0.567,106.029,0.0168,0.0464,"7","1",0,"valence_alta"
67,0.0372,-4.672,0.687,192426,"4",0.908,0.873,85.526,0.0407,0.071,"0","0",0,"valence_alta"
72,0.0785,-7.81,0.675,204826,"4",0.469,0.748,149.923,0.0426,0.0388,"1","1",0,"valence_media"
36,0.0938,-4.491,0.512,288346,"4",0.281,0.671,115.403,0.0202,0.0752,"1","0",0,"valence_baja"
46,0.0711,-3.921,0.635,232373,"4",0.739,0.855,112.971,0.117,0.0523,"7","1",0,"valence_alta"
96,0.136,-9.127,0.931,179404,"4",0.376,0.387,100.989,0.088,0.412,"0","1",0,"valence_media"
95,0.372,-3.694,0.816,253390,"4",0.65,0.726,136.048,0.099,0.129,"5","1",0,"valence_media"
92,0.093,-6.163,0.775,188560,"4",0.82,0.745,139.993,0.354,0.0464,"11","0",0,"valence_alta"
61,0.0967,-8.553,0.92,188857,"4",0.661,0.647,105.011,0.459,0.119,"0","1",0,"valence_alta"
63,0.0954,-11.995,0.584,173173,"4",0.569,0.884,146.032,0.022,0.0425,"5","1",1,"valence_media"
62,0.278,-5.818,0.74,292653,"4",0.827,0.68,154.171,0.404,0.0613,"0","1",0,"valence_alta"
55,0.266,-3.898,0.712,215653,"4",0.395,0.871,126.996,0.0133,0.0298,"1","1",0,"valence_media"
47,0.0688,-10.491,0.399,167133,"4",0.848,0.774,159.647,0.386,0.0337,"0","1",0,"valence_alta"
38,0.389,-4.106,0.659,244000,"4",0.624,0.839,119.935,0.167,0.162,"11","1",0,"valence_media"
62,0.134,-11.032,0.67,174945,"4",0.61,0.306,139.949,0.8,0.0366,"3","1",0,"valence_media"
35,0.121,-10.334,0.665,278786,"4",0.836,0.415,110.319,0.491,0.222,"0","1",0,"valence_alta"
73,0.106,-5.301,0.937,212360,"4",0.911,0.738,102.814,0.292,0.0478,"5","0",0,"valence_alta"
51,0.108,-7.558,0.687,271874,"4",0.249,0.719,120.983,0.0038,0.133,"7","1",0,"valence_baja"
39,0.153,-2.697,0.65,234600,"4",0.601,0.952,130,0.00289,0.0384,"6","1",0,"valence_media"
76,0.0923,-7.24,0.535,320266,"4",0.495,0.505,99.935,0.0393,0.0871,"9","0",0,"valence_media"
45,0.0729,-17.964,0.559,225666,"3",0.184,0.308,120.021,0.89,0.0949,"5","1",0,"valence_baja"
63,0.0715,-5.803,0.373,240280,"4",0.191,0.703,123.909,0.0597,0.062,"4","1",0,"valence_baja"
62,0.251,-4.396,0.651,270773,"4",0.747,0.903,129.983,3.31e-05,0.0256,"2","0",1,"valence_alta"
65,0.0492,-8.681,0.932,218000,"4",0.856,0.587,129.244,0.0204,0.0946,"9","0",0,"valence_alta"
94,0.0897,-5.413,0.809,198160,"4",0.904,0.656,129.013,0.17,0.0433,"8","1",0,"valence_alta"
28,0.211,-3.923,0.694,193613,"4",0.799,0.892,102.035,0.133,0.0315,"7","0",0,"valence_alta"
49,0.0537,-1.828,0.522,249706,"4",0.728,0.845,158.965,0.0321,0.0345,"0","1",0,"valence_alta"
65,0.103,-8.498,0.622,176106,"3",0.647,0.411,87.841,0.85,0.0337,"2","1",0,"valence_media"
74,0.0563,-5.423,0.662,224914,"4",0.347,0.767,99.017,0.00272,0.0406,"1","0",0,"valence_media"
67,0.128,-4.478,0.213,226981,"4",0.396,0.93,169.221,0.0733,0.0671,"7","1",0,"valence_media"
79,0.0798,-5.093,0.921,187402,"4",0.801,0.748,139.979,0.000359,0.13,"7","1",0,"valence_alta"
8,0.396,-8.522,0.548,208397,"4",0.578,0.481,122.98,0.12,0.517,"10","0",0,"valence_media"
48,0.423,-5.938,0.448,216160,"4",0.899,0.758,125.887,0.696,0.0675,"2","1",0,"valence_alta"
72,0.209,-3.487,0.254,204733,"4",0.0857,0.96,125.921,0.0142,0.104,"4","1",0,"valence_baja"
12,0.64,-6.284,0.414,168840,"3",0.531,0.687,119.73,0.0269,0.172,"7","1",0,"valence_media"
50,0.0764,-3.429,0.695,177834,"4",0.922,0.878,162.898,0.153,0.418,"1","0",0,"valence_alta"
68,0.0665,-9.835,0.491,173946,"4",0.582,0.616,160.109,0.313,0.0329,"9","1",0,"valence_media"
82,0.1,-10.209,0.524,209831,"4",0.436,0.485,104.564,0.808,0.0367,"7","1",0,"valence_media"
63,0.105,-16.314,0.438,197733,"4",0.306,0.0332,115.14,0.979,0.102,"10","0",0,"valence_baja"
63,0.0605,-9.607,0.626,277327,"4",0.607,0.323,130.086,0.667,0.0327,"4","1",0,"valence_media"
51,0.264,-2.761,0.494,244506,"4",0.417,0.857,121.856,0.000523,0.0962,"8","1",0,"valence_media"
62,0.0849,-4.964,0.854,312506,"4",0.899,0.564,134.071,0.0646,0.0987,"1","1",0,"valence_alta"
51,0.349,-3.445,0.754,163870,"4",0.504,0.914,129.841,0.000766,0.11,"3","1",0,"valence_media"
34,0.157,-5.862,0.277,223504,"4",0.215,0.498,100.008,0.13,0.0257,"7","1",0,"valence_baja"
62,0.201,-4.243,0.597,274000,"4",0.422,0.939,110.823,0.00108,0.0507,"1","1",0,"valence_media"
93,0.242,-10.123,0.494,201287,"4",0.754,0.735,115.741,0.286,0.0457,"5","1",0,"valence_alta"
17,0.346,-7.069,0.634,208744,"4",0.361,0.774,120.021,3.53e-05,0.365,"7","1",0,"valence_media"
65,0.116,-8.935,0.736,164520,"4",0.678,0.415,99.994,0.43,0.236,"1","1",1,"valence_alta"
18,0.128,-11.013,0.805,234500,"4",0.226,0.473,122.012,0.131,0.0836,"7","0",1,"valence_baja"
5,0.138,-8.982,0.349,299386,"4",0.0389,0.337,126.97,0.164,0.0293,"2","1",0,"valence_baja"
62,0.141,-4.96,0.858,219080,"4",0.969,0.656,59.972,0.114,0.358,"6","1",0,"valence_alta"
83,0.12,-7.498,0.657,216933,"4",0.244,0.711,125.135,0.168,0.0317,"0","1",0,"valence_baja"
6,0.0947,-5.125,0.753,192866,"4",0.579,0.719,99.948,0.00649,0.526,"2","0",0,"valence_media"
68,0.106,-7.048,0.595,210200,"3",0.329,0.542,130.05,0.132,0.0287,"0","1",0,"valence_baja"
18,0.17,-7.285,0.523,223386,"4",0.741,0.716,75.099,0.201,0.0471,"7","1",1,"valence_alta"
41,0.0726,-3.606,0.707,296286,"4",0.966,0.96,94.06,0.0399,0.0415,"0","1",0,"valence_alta"
16,0.0797,-8.675,0.648,257042,"4",0.769,0.571,134.598,0.104,0.0397,"11","0",0,"valence_alta"
38,0.0355,-5.041,0.683,216613,"4",0.707,0.943,118.99,0.00422,0.0332,"9","1",0,"valence_alta"
61,0.135,-5.731,0.522,261573,"4",0.236,0.944,124.029,6.11e-06,0.0936,"2","0",0,"valence_baja"
34,0.0848,-5.477,0.702,275573,"4",0.961,0.831,149.373,0.235,0.264,"4","1",0,"valence_alta"
66,0.268,-4.318,0.544,225560,"4",0.434,0.879,210.75,0.158,0.32,"2","1",0,"valence_media"
40,0.0727,-16.228,0.638,168360,"4",0.81,0.447,97.534,0.314,0.0668,"9","1",0,"valence_alta"
35,0.133,-10.307,0.596,164520,"4",0.451,0.144,96.609,0.924,0.0298,"2","0",0,"valence_media"
90,0.21,-4.026,0.845,187213,"4",0.508,0.663,100.003,0.614,0.27,"10","0",0,"valence_media"
70,0.184,-9.53,0.605,174320,"4",0.62,0.553,137.35,0.274,0.101,"5","1",0,"valence_media"
58,0.171,-6.562,0.676,219400,"4",0.581,0.838,118.214,0.035,0.0709,"7","0",0,"valence_media"
65,0.113,-5.731,0.748,212000,"4",0.896,0.636,142.942,0.049,0.112,"7","1",0,"valence_alta"
71,0.0868,-4.013,0.755,199693,"4",0.735,0.751,120.032,0.0746,0.116,"2","0",0,"valence_alta"
48,0.144,-7.279,0.415,191719,"4",0.541,0.711,159.967,0.209,0.222,"6","1",0,"valence_media"
59,0.155,-9.296,0.534,286840,"4",0.45,0.694,128.105,0.000466,0.0472,"8","0",0,"valence_media"
51,0.281,-6.471,0.538,226000,"4",0.0363,0.948,126.969,0.000222,0.045,"4","0",1,"valence_baja"
18,0.252,-5.908,0.628,281666,"4",0.379,0.805,144.057,0.00379,0.229,"2","0",1,"valence_media"
51,0.195,-5.16,0.295,231546,"4",0.257,0.659,159.973,0.192,0.0327,"7","0",0,"valence_baja"
26,0.26,-5.929,0.774,185066,"4",0.518,0.808,124.034,0.318,0.0376,"0","1",0,"valence_media"
62,0.102,-7.273,0.63,350266,"4",0.406,0.608,117.979,0.338,0.0453,"7","1",0,"valence_media"
81,0.146,-5.886,0.638,262466,"4",0.225,0.656,104.036,0.115,0.0357,"9","1",0,"valence_baja"
63,0.145,-5.507,0.615,193714,"4",0.806,0.711,144.036,0.006,0.0779,"11","1",0,"valence_alta"
49,0.0853,-8.971,0.799,275440,"4",0.576,0.632,161.304,0.0433,0.0808,"1","0",0,"valence_media"
45,0.199,-3.589,0.391,301865,"4",0.0576,0.981,120.144,0.00107,0.11,"6","1",0,"valence_baja"
6,0.0777,-12.388,0.35,238626,"4",0.294,0.519,183.608,0.0385,0.135,"4","1",0,"valence_baja"
27,0.159,-9.473,0.703,222474,"4",0.487,0.145,71.38,0.676,0.0345,"3","1",0,"valence_media"
41,0.128,-4.589,0.737,180820,"4",0.897,0.804,170.22,0.0119,0.0385,"0","0",0,"valence_alta"
67,0.103,-6.875,0.726,197546,"4",0.257,0.472,115.443,0.003,0.0475,"0","1",0,"valence_baja"
45,0.065,-12.388,0.612,245400,"4",0.577,0.424,140.91,0.351,0.0313,"0","1",0,"valence_media"
