"song_popularity","loudness","danceability","song_duration_ms","energy","acousticness","es_instrumental","audio_mode","key_1","key_2","key_3","key_4","key_5","key_6","key_7","key_8","key_9","key_10","key_11","time_signature_1","time_signature_3","time_signature_4","time_signature_5","valence_binned_valence_media","valence_binned_valence_alta"
53,-5.881,0.609,145777,0.825,0.00525,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10,-6.952,0.749,189714,0.747,0.0938,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
49,-5.047,0.825,237720,0.959,0.0308,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,-11.361,0.623,239946,0.481,0.377,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,-12.781,0.611,137706,0.27,0.799,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65,-4.826,0.572,157004,0.713,0.241,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
75,-5.64,0.527,254400,0.942,0.0384,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,-6.077,0.715,187123,0.545,0.135,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
77,-1.698,0.616,203160,0.989,0.166,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
61,-3.373,0.824,273066,0.69,0.00129,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
57,-16.199,0.447,302933,0.179,0.965,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,-5.519,0.617,185040,0.783,0.571,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,-9.349,0.623,179404,0.331,0.966,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
77,-8.072,0.486,289533,0.715,0.00125,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
77,-5.25,0.725,208486,0.849,0.0925,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
63,-7.401,0.671,210197,0.952,0.0295,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
74,-6.97,0.783,184141,0.465,0.344,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
57,-9.833,0.638,219324,0.39,0.722,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4,-13.925,0.782,166066,0.349,0.229,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4,-4.247,0.721,206466,0.861,0.0114,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
72,-3.073,0.64,298853,0.804,0.107,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,-8.636,0.524,191813,0.382,0.863,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,-3.827,0.571,547733,0.568,0.218,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,-4.123,0.257,192317,0.723,0.581,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
52,-3.59,0.626,329866,0.731,0.0211,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,-9.357,0.712,197142,0.519,0.594,1,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
78,-4.838,0.656,292093,0.881,0.000194,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72,-7.842,0.437,295386,0.864,0.396,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,-4.696,0.839,190173,0.924,0.325,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
24,-9.776,0.749,250373,0.675,0.216,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
48,-5.853,0.629,119955,0.657,0.0445,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,-7.036,0.468,270920,0.769,0.00014,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
54,-7.563,0.839,188857,0.408,0.137,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,-13.988,0.678,213706,0.363,0.222,1,"0",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
62,-3.133,0.59,177266,0.927,0.0304,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
43,-8.736,0.657,132447,0.558,0.711,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
74,-4.219,0.747,196640,0.525,0.419,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46,-4.597,0.641,223286,0.928,0.0629,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
74,-5.176,0.574,178266,0.911,0.000618,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
44,-6.302,0.445,202710,0.396,0.75,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29,-4.504,0.516,158483,0.938,0.00155,1,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,-4.179,0.746,179693,0.703,0.352,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52,-5.233,0.711,229840,0.833,0.136,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
74,-6.396,0.699,324466,0.883,0.00655,1,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
41,-17.768,0.506,303533,0.206,0.83,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69,-6.641,0.691,180866,0.498,0.0501,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
51,-4.142,0.752,163216,0.764,0.0476,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,-7.679,0.615,298477,0.622,0.729,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54,-7.368,0.519,226625,0.469,0.734,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,-10.666,0.827,266546,0.373,0.114,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
72,-7.583,0.543,182587,0.271,0.892,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,-12.298,0.606,357693,0.564,0.0445,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60,-4.793,0.64,188840,0.861,0.403,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14,-14.274,0.699,213693,0.474,0.449,1,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
66,-4.902,0.735,242733,0.826,0.00101,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,-4.158,0.652,193030,0.91,0.00108,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39,-4.11,0.73,207986,0.829,0.137,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
12,-3.751,0.464,266986,0.893,0.229,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,-6.94,0.825,185282,0.674,0.0983,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
65,-6.852,0.736,207400,0.651,0.169,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
49,-10.126,0.838,261866,0.595,0.00217,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75,-4.919,0.858,160784,0.65,0.0066,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
58,-3.554,0.505,224333,0.833,0.00772,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
65,-14.948,0.603,133600,0.0287,0.917,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
39,-1.841,0.698,164049,0.938,0.0771,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
51,-6.645,0.552,165000,0.638,0.0156,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
68,-10.058,0.871,234000,0.585,0.126,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
62,-12.633,0.749,184840,0.0735,0.944,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,-5.604,0.703,207678,0.781,0.264,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
15,-9.965,0.307,193226,0.353,0.732,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
87,-5.68,0.717,177049,0.605,0.214,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33,-10.555,0.58,263040,0.679,0.0367,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
69,-9.17,0.911,210771,0.636,0.0825,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
75,-4.569,0.437,241910,0.719,0.00697,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52,-6.636,0.717,190551,0.615,0.596,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
63,-6.386,0.666,165381,0.521,0.716,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
72,-10.313,0.654,239826,0.682,0.244,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
89,-7.159,0.863,201707,0.648,0.0057,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2,-7.115,0.768,201413,0.71,0.663,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
69,-13.91,0.676,206440,0.198,0.943,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,-6.271,0.711,164000,0.857,0.000102,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
52,-12.646,0.686,189720,0.234,0.742,1,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,-6.722,0.602,326706,0.782,0.238,1,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,-6.622,0.234,236549,0.832,0.00275,1,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
68,-3.912,0.739,195000,0.782,0.0599,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
43,-6.95,0.637,159506,0.916,0.0139,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
64,-6.702,0.856,179084,0.569,0.261,1,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
47,-4.242,0.352,151000,0.572,0.123,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,-7.404,0.406,197906,0.884,8.08e-05,1,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52,-10.123,0.695,81106,0.381,0.696,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
83,-7.043,0.6,225133,0.468,0.648,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
61,-5.288,0.611,189000,0.591,0.329,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75,-7.902,0.64,193893,0.602,0.0646,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
56,-10.415,0.624,226493,0.28,0.33,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,-9.688,0.508,202560,0.362,0.738,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
87,-6.974,0.74,218868,0.669,0.0204,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,-6.186,0.657,198040,0.852,0.0128,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
49,-3.769,0.531,176861,0.804,0.0638,1,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
68,-6.246,0.767,168635,0.674,0.0216,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,-3.57,0.585,232880,0.668,0.622,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57,-12.068,0.66,242960,0.523,0.0238,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
58,-10.423,0.505,218133,0.31,0.885,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40,-4.674,0.868,304600,0.646,0.118,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
59,-4.001,0.609,175615,0.795,0.0268,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-8.42,0.843,194632,0.643,0.052,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
90,-4.882,0.738,166997,0.629,0.268,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
67,-3.837,0.606,247603,0.698,0.0236,1,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
19,-5.179,0.618,235477,0.474,0.16,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,-7.738,0.553,219324,0.288,0.444,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
94,-7.725,0.568,208813,0.656,0.0211,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
72,-5.34,0.664,177973,0.613,0.366,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
36,-5.411,0.684,203242,0.852,0.0154,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
53,-2.654,0.648,272186,0.991,0.167,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
75,-11.456,0.633,214750,0.56,0.137,1,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41,-13.534,0.639,176333,0.365,0.854,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17,-5.392,0.616,204040,0.891,0.00946,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
77,-12.603,0.798,181520,0.175,0.616,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44,-13.522,0.408,239533,0.24,0.846,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
73,-5.448,0.878,286516,0.678,0.461,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
71,-4.024,0.465,204774,0.843,0.000671,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,-8.336,0.219,170666,0.716,0.275,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
8,-5.593,0.622,277706,0.593,0.56,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
43,-10.977,0.637,278786,0.487,0.4,1,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45,-4.593,0.618,200640,0.82,0.000543,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
66,-5.593,0.757,158053,0.501,0.541,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,-3.978,0.921,102269,0.836,0.0405,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
64,-7.879,0.9,169240,0.934,0.229,1,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
18,-7.963,0.687,174315,0.488,0.0761,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54,-16.3,0.6,215567,0.136,0.794,1,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
56,-6.576,0.64,198693,0.281,0.75,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30,-4.439,0.769,212893,0.854,6.27e-05,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,-4.749,0.921,216986,0.696,0.207,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,-5.755,0.51,265678,0.977,0.00963,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36,-10.917,0.804,217616,0.596,0.366,1,"0",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
59,-5.245,0.837,184048,0.819,0.000507,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,-9.432,0.315,182560,0.457,0.596,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
63,-5.093,0.671,320893,0.765,0.0773,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
63,-9.743,0.494,242000,0.666,0.229,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18,-3.526,0.574,149093,0.747,0.715,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,-2.181,0.666,217013,0.903,0.325,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80,-7.043,0.624,190185,0.432,0.106,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43,-8.593,0.617,139404,0.449,0.0611,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52,-4.158,0.682,179361,0.859,0.000455,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82,-3.998,0.761,238440,0.483,0.355,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
63,-5.521,0.835,166000,0.579,0.406,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,-5.992,0.815,267733,0.841,0.0767,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
45,-7.54,0.62,284320,0.188,0.591,1,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,-12.212,0.786,187026,0.544,0.832,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
68,-6.446,0.876,230439,0.71,0.0234,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
52,-12.612,0.433,272742,0.218,0.886,0,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-6.55,0.918,241666,0.61,0.227,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-8.699,0.762,239120,0.383,0.241,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
64,-2.979,0.653,179893,0.911,0.0623,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
67,-7.431,0.803,203266,0.523,0.00484,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
62,-15.129,0.579,141500,0.34,0.81,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,-3.554,0.545,188973,0.749,0.178,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50,-8.513,0.858,306213,0.548,0.0616,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
71,-5.208,0.481,276720,0.766,0.00381,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22,-6.619,0.634,805746,0.713,0.00136,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
44,-7.014,0.688,171553,0.516,0.563,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,-4.987,0.794,173312,0.868,0.0304,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
66,-16.035,0.98,214730,0.326,0.027,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
54,-6.664,0.769,223500,0.393,0.00414,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20,-9.602,0.694,184080,0.574,0.593,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26,-8.811,0.665,198520,0.454,0.0413,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
61,-7.154,0.971,172000,0.4,0.0833,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
52,-7.745,0.755,230266,0.492,0.161,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,-5.876,0.706,227094,0.879,0.0219,1,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,-5.988,0.737,170935,0.761,0.198,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
70,-7.925,0.688,272800,0.706,0.432,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,-11.051,0.647,292941,0.634,0.455,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
69,-6.436,0.893,198856,0.531,0.181,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
76,-7.126,0.552,202066,0.698,0.118,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34,-8.982,0.634,304066,0.454,0.666,1,"1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
83,-7.498,0.692,216933,0.78,0.227,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47,-4.721,0.889,174585,0.767,0.00517,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
84,-3.395,0.642,195053,0.914,0.00391,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
85,-6.476,0.573,204826,0.582,0.439,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,-5.204,0.615,152506,0.759,0.693,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
83,-5.243,0.897,217212,0.757,0.702,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,-5.827,0.695,225026,0.687,0.0024,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
61,-10.603,0.504,229773,0.621,0.402,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
78,-5.64,0.918,199400,0.609,0.0928,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,-2.82,0.323,233586,0.979,0.131,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
49,-8.215,0.714,290186,0.619,0.0372,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
61,-7.328,0.594,207306,0.755,0.00742,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-6.352,0.798,219428,0.812,0.0307,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
36,-9.614,0.402,252186,0.469,0.732,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,-6.919,0.879,225400,0.587,0.106,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
85,-7.679,0.694,201253,0.661,0.0882,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
51,-7.244,0.319,279226,0.881,0.118,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75,-4.918,0.372,258732,0.865,0.209,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
86,-5.351,0.578,323400,0.673,0.0112,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,-7.927,0.831,167919,0.664,0.0207,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-3.136,0.504,224306,0.976,0.000186,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
84,-16.254,0.155,326933,0.356,0.996,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
71,-4.446,0.703,199320,0.747,0.283,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
96,-9.127,0.931,179404,0.387,0.088,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,-11.97,0.596,238733,0.54,0.0116,1,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
63,-7.137,0.442,197973,0.92,0.0302,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
25,-21.411,0.809,185533,0.194,0.986,0,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44,-9.446,0.89,226626,0.248,0.866,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,-7.075,0.634,175493,0.849,0.0639,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
68,-6.09,0.684,175280,0.342,0.741,1,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
71,-5.029,0.835,274386,0.757,0.0114,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
68,-4.121,0.858,199390,0.731,0.138,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,-5.957,0.358,138000,0.859,0.0334,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
65,-13.364,0.601,195533,0.16,0.21,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
69,-6.287,0.488,418000,0.767,0.201,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
56,-10.972,0.805,263933,0.456,0.00504,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
61,-1.981,0.755,173077,0.951,0.0118,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
55,-9.869,0.369,248440,0.365,0.811,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67,-8.643,0.763,239146,0.387,0.451,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,-4.205,0.837,137142,0.94,0.303,1,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
71,-5.598,0.75,216573,0.585,0.049,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
64,-26.099,0.524,185012,0.0244,0.888,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,-9.118,0.797,259893,0.774,0.033,1,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
34,-5.035,0.88,196319,0.675,0.284,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
24,-8.341,0.75,201640,0.462,0.0705,1,"0",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,-4.104,0.662,191250,0.754,0.014,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80,-7.942,0.583,147600,0.513,0.212,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
52,-7.383,0.699,101053,0.637,0.000847,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
66,-7.676,0.797,198549,0.359,0.849,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14,-13.727,0.34,248226,0.428,0.0596,1,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
91,-7.979,0.769,225199,0.452,0.071,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
