"song_popularity","danceability","energy","acousticness","es_instrumental"
62,0.876,0.695,0.315,0
58,0.54,0.746,0.13,0
0,0.228,0.98,0.224,0
59,0.528,0.983,0.000518,0
44,0.52,0.482,0.486,1
71,0.618,0.741,0.17,0
58,0.688,0.291,0.249,0
98,0.721,0.68,0.0136,0
44,0.686,0.398,0.241,0
42,0.753,0.666,0.106,1
49,0.448,0.403,0.818,0
28,0.493,0.378,0.725,1
54,0.485,0.307,0.663,0
46,0.807,0.346,0.0538,0
85,0.881,0.698,0.669,0
56,0.863,0.755,0.168,0
77,0.66,0.805,0.793,0
8,0.688,0.802,0.235,0
67,0.516,0.538,0.0717,0
67,0.568,0.894,0.0892,0
96,0.553,0.586,0.697,0
51,0.724,0.746,0.0223,0
34,0.507,0.887,0.00731,0
83,0.6,0.535,0.648,0
40,0.292,0.954,0.169,1
34,0.871,0.336,0.744,0
70,0.843,0.598,0.0581,1
22,0.817,0.762,0.0852,0
48,0.15,0.104,0.834,1
63,0.723,0.769,0.0752,0
60,0.871,0.699,0.0204,0
47,0.41,0.952,0.000313,0
44,0.67,0.535,0.333,0
0,0.852,0.334,0.7,0
58,0.811,0.744,0.0619,0
72,0.814,0.737,0.197,0
60,0.812,0.574,0.381,0
70,0.646,0.487,0.319,0
35,0.531,0.975,0.00538,0
39,0.568,0.857,0.00164,1
49,0.118,0.573,0.902,0
15,0.592,0.512,0.37,0
75,0.811,0.57,0.253,0
36,0.41,0.89,0.23,0
70,0.652,0.499,0.161,0
60,0.491,0.0685,0.906,0
5,0.358,0.912,0.505,0
44,0.414,0.12,0.611,0
71,0.697,0.777,0.31,0
8,0.423,0.595,0.553,0
75,0.382,0.589,0.0465,0
25,0.331,0.944,0.124,1
43,0.851,0.171,0.4,1
68,0.802,0.527,0.093,0
75,0.807,0.705,0.0128,0
71,0.685,0.466,0.794,0
79,0.835,0.669,0.0915,0
38,0.215,0.654,0.847,0
91,0.88,0.587,0.035,0
43,0.542,0.664,0.0604,0
70,0.77,0.857,0.000696,0
78,0.607,0.768,0.00796,0
53,0.614,0.972,0.00125,0
57,0.751,0.735,0.397,0
51,0.801,0.291,0.0406,0
98,0.56,0.403,0.555,0
0,0.811,0.526,0.00779,0
62,0.595,0.855,0.054,1
51,0.625,0.425,0.652,0
61,0.792,0.785,0.188,0
49,0.78,0.952,0.0123,0
60,0.524,0.348,0.786,0
17,0.602,0.892,0.201,0
60,0.829,0.916,0.000236,0
0,0.511,0.405,0.223,0
70,0.687,0.715,0.00856,0
59,0.652,0.596,0.174,0
71,0.523,0.865,0.0112,0
67,0.744,0.709,0.186,0
94,0.597,0.636,0.0441,0
49,0.809,0.371,0.202,0
75,0.653,0.545,0.406,0
57,0.695,0.856,0.0678,0
4,0.581,0.768,0.00187,0
49,0.573,0.665,0.0206,0
20,0.504,0.921,0.0151,0
22,0.783,0.67,0.0317,0
30,0.709,0.341,0.909,1
75,0.378,0.674,0.183,0
84,0.832,0.698,0.178,0
0,0.765,0.646,0.0361,0
18,0.7,0.673,0.0892,0
35,0.701,0.569,0.666,0
31,0.67,0.839,0.00949,0
56,0.912,0.678,0.0339,0
44,0.521,0.837,0.0227,0
80,0.641,0.466,0.238,0
98,0.841,0.798,0.0252,0
77,0.713,0.526,0.00767,0
94,0.818,0.54,0.0143,0
41,0.818,0.572,0.341,0
48,0.13,0.0182,0.984,1
43,0.565,0.611,0.335,0
54,0.318,0.938,6.71e-05,0
92,0.855,0.694,0.371,0
51,0.77,0.668,0.151,0
44,0.784,0.316,0.761,1
65,0.692,0.538,0.317,0
17,0.552,0.724,0.096,0
54,0.633,0.777,0.166,0
84,0.637,0.552,0.479,0
45,0.62,0.881,0.0585,1
72,0.42,0.33,0.85,0
29,0.454,0.732,0.0215,1
41,0.598,0.492,0.425,1
62,0.678,0.834,0.212,0
73,0.633,0.487,0.297,0
4,0.709,0.607,0.338,0
48,0.679,0.54,0.712,0
73,0.499,0.17,0.237,0
83,0.521,0.743,0.269,0
81,0.618,0.938,0.0179,0
58,0.565,0.953,0.0546,0
46,0.771,0.499,0.00676,0
42,0.712,0.953,0.0213,0
50,0.522,0.241,0.897,0
45,0.795,0.738,0.0659,0
85,0.703,0.66,0.137,0
67,0.807,0.846,0.00381,0
9,0.278,0.969,0.0223,0
72,0.827,0.769,0.181,0
62,0.901,0.667,0.316,0
57,0.635,0.685,0.00917,1
94,0.818,0.658,0.0143,0
33,0.708,0.94,0.194,0
81,0.825,0.593,0.581,0
48,0.926,0.0938,0.00497,0
57,0.63,0.782,0.0997,0
47,0.473,0.956,0.00647,0
71,0.849,0.483,0.443,0
72,0.877,0.558,0.00468,0
82,0.621,0.65,0.00348,0
18,0.624,0.879,0.0352,1
77,0.821,0.653,0.575,0
46,0.739,0.427,0.0411,0
17,0.719,0.777,0.336,0
52,0.826,0.286,0.889,0
63,0.554,0.752,0.00803,0
24,0.653,0.902,0.0548,0
59,0.907,0.807,0.0956,0
67,0.589,0.558,0.567,0
31,0.675,0.291,0.692,0
59,0.636,0.253,0.833,0
51,0.292,0.321,0.732,1
51,0.429,0.363,0.551,0
34,0.897,0.724,0.281,0
38,0.686,0.812,0.000253,1
55,0.543,0.736,0.242,0
61,0.463,0.153,0.945,1
75,0.774,0.75,0.0021,0
53,0.613,0.813,0.000299,0
64,0.515,0.286,0.854,0
10,0.521,0.828,0.144,0
64,0.495,0.444,0.809,0
45,0.825,0.545,0.248,0
73,0.584,0.7,0.512,0
88,0.902,0.819,0.0414,0
22,0.706,0.726,0.0164,0
52,0.569,0.791,0.143,1
53,0.605,0.692,0.000837,0
37,0.544,0.312,0.883,1
55,0.732,0.646,0.81,0
77,0.663,0.92,0.00431,0
64,0.509,0.257,0.733,0
71,0.899,0.732,0.0476,0
13,0.594,0.415,0.141,0
54,0.571,0.373,0.138,0
35,0.699,0.796,0.0455,0
67,0.947,0.681,0.295,0
80,0.77,0.719,0.00826,0
38,0.68,0.78,0.082,0
2,0.824,0.488,0.37,0
33,0.693,0.904,0.0123,1
83,0.494,0.637,0.669,0
53,0.508,0.514,0.449,1
37,0.671,0.783,0.0235,0
79,0.927,0.518,0.061,0
60,0.365,0.273,0.94,1
81,0.897,0.535,0.0783,0
87,0.772,0.803,0.12,0
79,0.599,0.379,0.968,1
63,0.787,0.63,0.211,0
78,0.451,0.931,0.00076,0
54,0.594,0.916,0.000562,0
58,0.659,0.735,0.0493,0
65,0.739,0.779,0.00397,0
84,0.397,0.303,0.798,0
48,0.149,0.596,0.869,0
8,0.651,0.546,0.248,0
76,0.543,0.725,0.174,0
77,0.514,0.506,0.418,0
33,0.64,0.965,0.114,0
12,0.616,0.533,0.749,0
92,0.341,0.416,0.68,0
73,0.489,0.581,0.0312,0
37,0.552,0.689,0.173,0
17,0.591,0.923,0.00027,0
20,0.437,0.878,0.188,0
72,0.796,0.716,0.203,0
57,0.537,0.756,0.0716,0
65,0.722,0.754,0.322,0
9,0.68,0.64,0.0982,0
50,0.791,0.808,0.283,0
65,0.677,0.682,0.0392,0
40,0.189,0.531,0.0528,0
22,0.416,0.499,0.578,0
75,0.561,0.704,0.232,0
45,0.415,0.782,0.205,0
41,0.589,0.705,5.33e-05,0
81,0.695,0.573,0.46,0
72,0.744,0.612,0.0723,0
74,0.589,0.884,0.282,0
32,0.605,0.691,0.641,0
70,0.6,0.563,0.0306,0
17,0.711,0.71,0.000973,0
60,0.812,0.649,0.0567,0
23,0.789,0.626,0.0701,0
61,0.428,0.724,0.288,0
46,0.386,0.624,0.384,1
41,0.373,0.31,0.854,0
49,0.593,0.89,2.24e-05,0
25,0.688,0.681,0.0384,0
66,0.632,0.632,0.179,1
59,0.628,0.923,0.00872,0
11,0.668,0.693,0.00437,0
69,0.573,0.807,0.00551,0
58,0.67,0.945,0.0408,0
67,0.739,0.724,0.0934,0
13,0.854,0.938,0.0308,0
43,0.564,0.444,0.173,0
62,0.777,0.624,0.254,0
11,0.593,0.702,0.002,1
46,0.515,0.981,0.000585,0
54,0.664,0.732,0.00407,1
22,0.298,0.661,0.103,0
31,0.662,0.762,0.00182,0
76,0.964,0.563,0.712,0
33,0.252,0.968,4.86e-05,0
88,0.792,0.895,0.165,0
60,0.57,0.725,0.21,0
95,0.635,0.902,0.172,0
67,0.341,0.538,0.233,0
33,0.722,0.977,0.00583,1
66,0.757,0.501,0.541,0
40,0.815,0.518,0.223,0
61,0.55,0.936,0.000207,0
5,0.545,0.851,0.0981,0
80,0.759,0.73,0.14,0
42,0.578,0.447,0.895,0
78,0.759,0.549,0.592,0
59,0.67,0.716,0.0586,0
70,0.824,0.461,0.269,0
55,0.68,0.556,0.674,0
38,0.643,0.504,0.346,0
64,0.695,0.593,0.323,0
96,0.876,0.786,0.0627,0
69,0.742,0.469,0.671,0
30,0.692,0.689,0.024,1
59,0.77,0.801,0.0734,0
0,0.903,0.512,0.0301,0
91,0.616,0.704,0.0215,0
61,0.774,0.584,0.443,0
57,0.719,0.951,0.16,0
47,0.71,0.45,0.55,0
75,0.527,0.341,0.487,0
56,0.807,0.584,0.0349,1
46,0.595,0.365,0.396,0
69,0.713,0.61,0.0137,0
31,0.593,0.504,0.193,0
66,0.564,0.587,0.0573,1
0,0.689,0.751,0.154,0
21,0.205,0.662,0.839,0
4,0.365,0.945,3e-04,0
71,0.674,0.577,0.628,0
67,0.776,0.302,0.224,0
46,0.565,0.634,0.000211,0
2,0.777,0.696,0.0631,0
8,0.621,0.816,0.153,0
57,0.394,0.0924,0.996,1
77,0.577,0.795,0.299,0
72,0.691,0.444,0.892,0
63,0.796,0.952,0.00326,0
22,0.686,0.904,0.046,0
76,0.689,0.862,0.145,0
54,0.57,0.639,0.00292,0
55,0.746,0.371,0.432,1
71,0.442,0.384,0.639,0
77,0.638,0.367,0.84,0
52,0.743,0.944,0.00194,0
64,0.662,0.482,0.267,0
31,0.543,0.803,0.068,1
59,0.749,0.501,0.79,0
49,0.687,0.903,0.153,1
78,0.828,0.37,0.484,0
64,0.758,0.592,0.253,0
45,0.26,0.81,0.0681,1
46,0.589,0.49,0.643,1
23,0.643,0.7,0.22,0
47,0.612,0.0606,0.931,1
65,0.388,0.837,0.0229,0
57,0.542,0.522,0.0626,0
54,0.696,0.77,0.212,0
43,0.52,0.151,0.77,1
75,0.829,0.819,0.137,0
83,0.635,0.9,0.00664,0
38,0.765,0.578,0.111,0
9,0.704,0.77,0.113,0
70,0.599,0.622,0.069,1
51,0.555,0.246,0.793,1
49,0.614,0.723,0.0133,0
71,0.691,0.507,0.627,0
36,0.782,0.595,0.677,0
70,0.749,0.484,0.13,1
76,0.653,0.747,0.00468,0
64,0.517,0.535,0.131,0
68,0.319,0.559,0.131,0
0,0.789,0.591,0.0113,0
85,0.734,0.761,0.0462,0
47,0.577,0.219,0.848,1
50,0.227,0.635,0.0323,1
54,0.682,0.764,0.0222,0
26,0.537,0.817,0.13,0
58,0.778,0.914,0.019,0
39,0.426,0.977,0.000106,0
42,0.491,0.658,0.383,1
67,0.569,0.692,0.0167,0
66,0.539,0.539,0.789,1
56,0.757,0.698,0.404,0
26,0.587,0.893,0.0224,0
96,0.931,0.387,0.088,0
3,0.879,0.501,0.106,1
73,0.489,0.581,0.0312,0
11,0.634,0.455,0.000323,0
64,0.664,0.73,0.0266,0
49,0.8,0.806,0.024,0
91,0.9,0.813,0.00731,0
48,0.268,0.681,0.378,0
60,0.901,0.612,0.419,0
68,0.566,0.545,0.333,0
69,0.767,0.625,0.0348,0
62,0.63,0.226,0.962,0
55,0.631,0.613,0.491,0
85,0.896,0.671,0.103,0
81,0.7,0.46,0.0987,1
49,0.89,0.498,0.519,0
43,0.665,0.556,0.0632,0
34,0.614,0.766,0.172,0
67,0.765,0.512,0.416,0
40,0.571,0.473,0.41,1
75,0.598,0.891,0.113,0
82,0.798,0.483,0.0143,0
10,0.841,0.616,0.204,0
54,0.655,0.777,0.00507,0
80,0.602,0.522,0.386,0
43,0.841,0.767,0.141,0
41,0.591,0.574,0.536,0
73,0.823,0.581,0.741,0
57,0.805,0.437,0.249,0
53,0.83,0.627,0.41,0
72,0.611,0.846,0.00509,0
47,0.764,0.987,0.00283,1
42,0.537,0.6,0.344,0
52,0.667,0.209,0.901,1
66,0.713,0.647,0.0867,0
56,0.636,0.0331,0.896,0
73,0.595,0.419,0.694,0
86,0.734,0.793,0.128,0
28,0.338,0.332,0.986,0
85,0.694,0.852,0.0882,0
78,0.744,0.702,0.741,0
30,0.719,0.749,0.212,0
94,0.69,0.784,0.323,0
53,0.658,0.573,0.023,0
34,0.439,0.506,0.32,0
64,0.618,0.806,0.102,0
66,0.727,0.588,0.058,0
45,0.345,0.811,0.0606,0
55,0.661,0.855,0.000847,0
61,0.709,0.635,0.0187,0
52,0.59,0.571,0.242,0
64,0.683,0.797,0.0499,0
80,0.665,0.555,0.199,0
28,0.526,0.559,0.235,0
1,0.867,0.864,0.0466,0
48,0.3,0.567,0.146,0
44,0.439,0.856,0.0657,0
52,0.919,0.105,0.902,0
72,0.649,0.538,0.0483,1
44,0.702,0.131,0.921,0
76,0.558,0.419,0.0191,0
85,0.734,0.5,0.0462,0
58,0.74,0.626,0.16,0
0,0.551,0.927,0.0508,0
67,0.51,0.84,0.107,0
24,0.525,0.772,0.216,0
59,0.656,0.725,0.0262,1
98,0.666,0.768,0.563,0
41,0.789,0.57,0.236,0
75,0.572,0.631,0.188,0
52,0.515,0.378,0.864,0
19,0.542,0.37,0.523,0
53,0.503,0.764,0.125,0
45,0.803,0.909,0.366,0
36,0.667,0.245,0.0419,1
31,0.326,0.846,0.891,0
41,0.881,0.469,0.0257,0
85,0.757,0.849,0.173,0
87,0.815,0.784,0.0448,0
73,0.672,0.667,0.313,0
60,0.577,0.965,0.196,0
44,0.841,0.762,0.00261,0
4,0.55,0.533,0.0441,0
80,0.491,0.583,0.182,0
72,0.391,0.33,0.922,0
73,0.695,0.932,0.0661,0
11,0.325,0.607,0.0592,0
54,0.825,0.0921,0.957,1
30,0.478,0.858,0.475,0
79,0.962,0.642,0.0161,0
79,0.692,0.824,0.000987,0
64,0.65,0.886,0.0656,0
8,0.32,0.863,2.41e-05,1
50,0.375,0.318,0.655,0
63,0.703,0.538,0.626,0
52,0.669,0.643,0.0964,0
60,0.66,0.541,0.761,0
77,0.516,0.599,0.353,0
41,0.787,0.805,0.000329,0
94,0.702,0.717,0.346,0
67,0.849,0.38,0.0207,0
47,0.284,0.437,0.749,0
56,0.797,0.658,0.385,0
80,0.543,0.915,0.0162,0
39,0.687,0.702,0.0064,0
63,0.55,0.306,0.517,1
45,0.737,0.965,0.122,0
10,0.741,0.872,0.00941,0
0,0.73,0.465,0.0117,0
60,0.829,0.573,0.165,0
30,0.51,0.565,0.418,0
78,0.845,0.668,0.136,0
67,0.675,0.553,0.0863,0
60,0.723,0.664,0.594,0
48,0.679,0.5,0.678,0
35,0.76,0.519,0.37,0
44,0.555,0.722,0.721,0
94,0.563,0.67,0.0104,0
52,0.761,0.867,0.146,0
76,0.618,0.834,0.295,0
83,0.709,0.731,0.669,0
81,0.7,0.46,0.167,0
94,0.638,0.71,0.346,0
36,0.737,0.593,0.466,0
69,0.912,0.716,0.0904,0
64,0.442,0.715,0.0279,0
67,0.804,0.914,0.00523,0
4,0.685,0.899,0.018,1
52,0.503,0.726,0.102,0
52,0.221,0.296,0.808,1
54,0.758,0.896,0.00305,0
87,0.755,0.625,0.49,0
43,0.566,0.245,0.985,0
37,0.381,0.707,0.604,0
39,0.863,0.676,0.2,0
64,0.63,0.847,0.0156,0
57,0.596,0.802,0.0743,0
81,0.768,0.864,0.101,0
41,0.321,0.437,0.486,0
40,0.342,0.623,0.591,0
72,0.956,0.544,0.07,0
58,0.443,0.918,0.000528,0
66,0.909,0.314,0.0306,0
60,0.42,0.9,0.0771,0
0,0.467,0.732,0.0143,1
69,0.395,0.33,0.861,0
45,0.62,0.881,0.182,1
45,0.457,0.582,0.635,0
42,0.584,0.251,0.782,0
72,0.426,0.584,0.0383,0
34,0.786,0.764,0.122,0
61,0.515,0.919,1.25e-05,0
19,0.833,0.508,0.0587,0
63,0.383,0.9,0.00085,0
59,0.709,0.447,0.842,0
56,0.617,0.461,0.148,0
60,0.794,0.613,0.14,1
58,0.854,0.471,0.0583,0
23,0.479,0.775,0.0776,1
12,0.471,0.826,0.00685,0
74,0.699,0.529,0.0317,0
27,0.763,0.919,0.252,1
64,0.954,0.535,0.0247,0
66,0.522,0.85,0.000883,0
74,0.603,0.841,0.000899,0
57,0.716,0.77,0.156,0
63,0.49,0.827,0.452,0
96,0.876,0.586,0.0627,0
58,0.816,0.755,0.327,0
55,0.797,0.437,0.148,0
93,0.825,0.805,0.0581,0
53,0.814,0.818,0.0692,0
61,0.553,0.756,0.0923,0
57,0.781,0.77,0.00133,0
55,0.688,0.578,0.236,0
64,0.563,0.901,0.124,0
37,0.38,0.463,0.679,0
42,0.769,0.768,0.0142,0
60,0.8,0.894,0.000109,1
12,0.212,0.631,0.131,1
40,0.594,0.48,0.37,0
42,0.797,0.608,0.0796,1
55,0.723,0.644,0.151,0
30,0.329,0.316,0.552,0
20,0.453,0.423,0.000387,0
56,0.727,0.807,0.0308,0
70,0.581,0.601,0.0811,0
48,0.753,0.138,0.884,1
63,0.617,0.721,0.142,0
33,0.586,0.401,0.297,0
24,0.74,0.834,0.0291,0
43,0.62,0.912,0.288,0
82,0.53,0.466,0.711,0
81,0.629,0.686,0.0365,0
55,0.572,0.614,0.671,1
46,0.719,0.842,0.133,0
80,0.553,0.945,0.00895,0
53,0.505,0.985,6.04e-05,0
60,0.888,0.559,0.135,0
49,0.591,0.549,0.398,0
46,0.792,0.445,0.64,0
45,0.524,0.711,0.0567,0
52,0.726,0.825,0.0734,1
72,0.673,0.615,0.0283,0
33,0.609,0.575,0.823,0
32,0.448,0.76,0.000519,0
31,0.69,0.722,0.218,0
75,0.769,0.888,0.015,0
89,0.815,0.854,0.0169,0
21,0.53,0.307,0.0606,1
34,0.329,0.716,0.00169,0
82,0.494,0.514,0.758,0
63,0.726,0.682,0.0441,0
42,0.545,0.78,0.0309,0
38,0.566,0.969,0.0287,0
0,0.543,0.949,0.000348,1
78,0.761,0.679,0.166,0
43,0.637,0.911,0.176,0
48,0.77,0.744,0.033,0
52,0.863,0.382,0.777,0
51,0.714,0.314,0.181,1
73,0.71,0.662,0.00616,0
74,0.665,0.631,0.228,0
59,0.878,0.437,0.432,0
90,0.626,0.88,0.205,0
18,0.627,0.797,0.22,1
66,0.629,0.785,0.0249,0
85,0.358,0.557,0.558,0
0,0.932,0.724,0.229,0
42,0.433,0.873,0.13,0
22,0.549,0.677,0.148,0
60,0.847,0.84,0.534,0
17,0.52,0.945,0.0634,0
68,0.6,0.591,0.0788,0
50,0.437,0.971,0.000149,0
68,0.782,0.867,0.0641,0
14,0.694,0.662,0.201,0
53,0.963,0.52,0.0861,0
46,0.747,0.577,0.142,0
77,0.855,0.478,0.00759,0
34,0.905,0.588,0.447,0
50,0.701,0.469,0.463,0
85,0.828,0.754,0.325,0
36,0.312,0.421,0.715,0
7,0.335,0.278,0.939,0
57,0.916,0.486,0.0568,0
87,0.629,0.696,0.0263,0
92,0.791,0.745,0.354,0
36,0.691,0.963,0.0903,0
59,0.652,0.293,0.871,1
49,0.796,0.269,0.0419,1
73,0.376,0.211,0.797,0
51,0.505,0.939,0.031,0
44,0.836,0.725,0.0429,1
91,0.556,0.704,0.0215,0
54,0.569,0.84,0.709,1
13,0.71,0.438,0.445,1
20,0.574,0.479,0.735,0
52,0.574,0.899,0.0662,0
71,0.752,0.127,0.613,0
28,0.474,0.592,0.579,0
44,0.471,0.878,0.0179,0
40,0.574,0.808,0.00387,1
50,0.426,0.778,0.0107,0
51,0.817,0.428,0.718,0
69,0.704,0.989,0.009,0
46,0.611,0.535,0.571,0
48,0.557,0.656,0.0469,0
43,0.662,0.514,0.487,0
41,0.56,0.775,0.252,0
36,0.465,0.71,0.00303,0
71,0.917,0.726,0.0311,0
44,0.701,0.442,0.443,0
55,0.673,0.519,0.225,0
72,0.483,0.721,0.729,0
58,0.638,0.889,0.012,1
76,0.793,0.992,0.0128,0
75,0.619,0.67,0.00165,0
44,0.748,0.48,0.0045,0
41,0.579,0.71,0.205,0
73,0.477,0.728,0.117,0
66,0.596,0.315,0.000897,0
76,0.613,0.953,0.00148,0
66,0.54,0.713,0.00796,0
67,0.507,0.379,0.856,0
73,0.425,0.954,0.00411,0
27,0.414,0.215,0.848,0
56,0.458,0.502,0.603,0
38,0.482,0.33,0.0159,0
76,0.634,0.702,0.168,0
33,0.64,0.965,0.114,0
47,0.604,0.757,0.217,0
24,0.753,0.612,0.0256,0
83,0.675,0.562,0.233,0
1,0.74,0.713,0.133,0
74,0.736,0.847,0.358,0
64,0.72,0.719,0.123,0
49,0.827,0.642,0.00905,0
86,0.518,0.784,0.00346,0
12,0.471,0.935,0.0661,0
54,0.101,0.135,0.886,1
58,0.695,0.582,0.00592,0
71,0.805,0.456,0.136,0
54,0.737,0.505,0.358,0
63,0.531,0.445,0.889,1
51,0.674,0.752,0.0266,0
91,0.631,0.752,0.31,0
72,0.796,0.65,0.287,0
75,0.424,0.805,0.394,0
64,0.447,0.422,0.921,0
49,0.78,0.627,0.012,0
44,0.751,0.644,0.0658,0
47,0.791,0.619,0.00784,0
45,0.878,0.841,0.000957,0
52,0.687,0.757,0.0797,0
8,0.707,0.879,0.0219,1
66,0.321,0.474,0.743,0
72,0.684,0.259,0.743,0
44,0.671,0.897,0.0137,0
76,0.232,0.311,0.818,1
32,0.6,0.843,0.334,1
57,0.264,0.812,0.102,0
41,0.695,0.561,0.239,0
42,0.48,0.756,0.535,1
69,0.457,0.408,0.907,0
74,0.865,0.73,0.283,0
69,0.767,0.869,0.158,0
82,0.827,0.867,0.101,0
45,0.319,0.544,0.161,0
38,0.618,0.614,0.639,0
23,0.521,0.722,0.552,0
57,0.734,0.544,0.42,0
64,0.663,0.838,0.0232,0
73,0.579,0.904,0.193,0
3,0.926,0.75,0.0183,0
42,0.643,0.565,0.000545,1
82,0.299,0.509,0.816,0
82,0.474,0.615,0.378,0
79,0.386,0.86,0.0991,0
55,0.408,0.929,0.0733,1
8,0.493,0.919,0.0091,0
63,0.626,0.678,0.017,0
61,0.558,0.498,0.184,0
4,0.489,0.656,4.42e-05,0
72,0.815,0.703,0.54,0
64,0.737,0.728,0.143,0
68,0.729,0.546,0.547,0
62,0.848,0.503,0.506,0
45,0.641,0.712,0.168,0
52,0.697,0.622,0.194,0
53,0.414,0.987,1.6e-05,0
67,0.883,0.742,0.00228,0
37,0.701,0.883,0.106,0
58,0.66,0.679,0.56,0
3,0.739,0.66,0.307,0
60,0.735,0.92,0.014,0
56,0.536,0.841,0.00454,0
46,0.829,0.985,0.00895,0
16,0.674,0.95,0.0412,0
53,0.587,0.201,0.563,0
77,0.674,0.175,0.603,0
69,0.478,0.588,0.462,0
2,0.742,0.569,0.0639,1
44,0.903,0.463,0.213,1
60,0.579,0.622,0.365,1
57,0.843,0.758,0.00473,0
48,0.674,0.677,0.0387,0
44,0.535,0.227,0.775,0
9,0.71,0.371,0.022,0
59,0.308,0.0476,0.942,1
68,0.762,0.7,0.00261,0
33,0.537,0.977,0.0298,1
64,0.448,0.697,0.0484,0
28,0.769,0.807,0.00153,0
36,0.433,0.7,0.002,0
71,0.624,0.459,0.102,0
78,0.746,0.592,0.246,0
86,0.79,0.704,0.00153,0
45,0.341,0.436,0.36,0
69,0.694,0.796,0.0713,0
74,0.815,0.626,0.267,0
66,0.715,0.843,0.00596,1
51,0.673,0.76,6.96e-05,0
69,0.542,0.499,0.416,0
50,0.75,0.711,0.526,0
58,0.424,0.24,0.99,1
89,0.414,0.795,0.0129,0
62,0.492,0.855,0.12,1
72,0.683,0.673,0.0285,0
81,0.817,0.977,0.0152,0
22,0.497,0.79,0.00451,0
48,0.797,0.853,0.0403,0
76,0.706,0.953,0.00148,1
5,0.495,0.959,0.0203,0
92,0.579,0.904,0.0317,0
67,0.733,0.737,0.16,1
40,0.931,0.758,0.0428,0
45,0.376,0.618,0.264,0
69,0.734,0.989,0.009,0
4,0.516,0.536,0.000905,0
47,0.621,0.572,0.4,0
28,0.54,0.439,0.635,0
62,0.446,0.0302,0.996,1
66,0.499,0.632,0.0415,0
34,0.561,0.852,0.0713,0
65,0.568,0.587,0.293,1
90,0.636,0.9,0.0507,0
38,0.604,0.675,0.000348,0
33,0.67,0.838,0.291,0
62,0.616,0.584,0.215,0
14,0.689,0.83,0.539,0
33,0.489,0.972,6.11e-06,1
45,0.349,0.805,0.00144,1
0,0.74,0.496,0.641,0
82,0.468,0.543,0.049,0
44,0.911,0.554,0.0278,0
50,0.62,0.613,0.124,0
45,0.861,0.964,0.0142,0
61,0.603,0.61,0.361,0
73,0.454,0.741,0.107,0
76,0.717,0.348,0.0667,0
60,0.657,0.292,0.377,1
46,0.648,0.442,0.625,0
89,0.556,0.538,0.0689,0
64,0.806,0.809,0.428,0
52,0.421,0.58,0.125,0
50,0.892,0.583,0.00598,0
67,0.853,0.64,0.0278,0
27,0.483,0.878,0.0864,0
52,0.363,0.889,0.0185,0
65,0.71,0.625,0.00393,1
72,0.758,0.646,0.128,0
80,0.75,0.73,0.067,0
42,0.601,0.919,0.195,0
56,0.881,0.737,0.134,0
44,0.608,0.755,0.0645,0
22,0.609,0.989,0.00108,1
38,0.501,0.807,0.0897,0
73,0.402,0.75,0.0125,0
71,0.746,0.585,0.463,0
40,0.468,0.797,0.00271,0
60,0.686,0.956,0.133,0
78,0.538,0.704,0.0794,0
84,0.532,0.869,0.00611,0
66,0.27,0.964,0.0714,0
39,0.433,0.703,0.358,0
75,0.437,0.719,0.00596,0
52,0.592,0.795,0.000607,0
85,0.415,0.829,0.0403,0
70,0.672,0.832,0.342,0
64,0.356,0.0199,0.994,1
50,0.727,0.726,0.511,0
71,0.616,0.843,0.000671,0
30,0.643,0.419,0.568,0
64,0.458,0.911,0.1,0
50,0.31,0.496,0.661,0
71,0.586,0.872,0.018,0
16,0.597,0.837,0.0469,0
26,0.723,0.415,0.851,0
90,0.531,0.854,0.288,0
52,0.811,0.865,0.0771,0
33,0.364,0.503,0.724,0
49,0.793,0.607,0.691,0
62,0.821,0.737,0.0247,0
81,0.739,0.761,0.0227,0
33,0.867,0.268,0.0749,0
68,0.928,0.675,0.379,0
84,0.75,0.404,0.216,0
59,0.676,0.679,0.252,0
73,0.425,0.954,0.0106,0
77,0.516,0.803,0.013,0
3,0.679,0.422,0.652,0
61,0.457,0.466,0.716,0
61,0.409,0.0199,0.979,1
47,0.254,0.592,0.7,0
55,0.543,0.549,0.149,0
34,0.527,0.448,0.616,0
65,0.562,0.437,0.219,0
72,0.682,0.208,0.824,0
76,0.687,0.758,0.276,0
44,0.714,0.952,0.293,0
43,0.726,0.33,0.61,0
70,0.469,0.132,0.929,0
39,0.604,0.512,0.968,0
51,0.841,0.799,0.0355,0
44,0.303,0.987,4.98e-05,1
68,0.485,0.928,0.134,0
37,0.489,0.973,1.82e-05,0
54,0.682,0.764,0.0752,0
84,0.331,0.235,0.918,0
51,0.386,0.708,0.0119,0
74,0.317,0.981,0.00242,0
63,0.835,0.747,0.413,0
42,0.845,0.594,0.244,0
67,0.611,0.47,0.579,0
50,0.917,0.447,0.223,0
44,0.796,0.665,0.0716,0
64,0.789,0.854,0.0525,0
94,0.851,0.541,0.235,0
73,0.549,0.897,0.16,0
1,0.746,0.342,0.025,0
41,0.914,0.615,0.038,0
81,0.638,0.388,0.188,0
67,0.907,0.65,0.0109,0
56,0.826,0.698,0.0177,0
22,0.628,0.811,0.0136,0
69,0.358,0.893,0.0222,0
52,0.969,0.837,0.0535,0
83,0.914,0.508,0.00574,0
64,0.374,0.903,0.00075,0
