"song_popularity","song_duration_ms_log_scaled","acousticness_log_scaled","liveness_log_scaled","speechiness_log_scaled","instrumentalness_log_scaled","es_instrumental","audio_mode","loudness","danceability","audio_valence","energy","tempo","key_1","key_2","key_3","key_4","key_5","key_6","key_7","key_8","key_9","key_10","key_11","time_signature_1","time_signature_3","time_signature_4","time_signature_5","valence_binned_valence_media","valence_binned_valence_alta"
72,-0.327968147839167,-0.978048706935847,2.80831400020276,-0.716391555468158,-0.360153743836706,0,"1",-5.631,0.635,0.751,0.914,127.034,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
82,0.843903729807984,-0.96325749110183,-0.936960598307017,-0.377352581210487,-0.360153743836706,0,"0",-5.908,0.508,0.171,0.72,79.983,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,-0.373188807997942,0.92365340922186,-0.522877581098724,-0.413087186522956,-0.352848977598078,0,"0",-7.312,0.583,0.438,0.572,124.017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53,-0.311354929889343,-0.214750573938675,-0.0316538280031317,0.296611151018136,-0.341413901850302,0,"1",-9.609,0.613,0.806,0.755,166.036,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
72,0.763951212719216,-0.941762272779574,1.53551883154533,-0.478345281923131,-0.294841496226327,0,"1",-7.533,0.655,0.517,0.86,97.867,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
95,0.398780501993326,-0.870372240421565,-0.563684978378797,0.225016950061978,-0.360153743836706,0,"1",-7.442,0.68,0.342,0.559,97.994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71,0.940740877487975,1.25856583040242,-0.506606253869937,-0.703036591740107,-0.360106792497665,0,"1",-10.016,0.708,0.602,0.419,100.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
68,-1.99241080333001,2.12165357853947,-0.619481443985495,0.347478131299116,-0.360153743836706,0,"1",-16.249,0.545,0.482,0.169,98.225,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3,0.260499414914054,0.741951681685068,-0.3534774050144,-0.765492981211648,-0.360153743836706,0,"0",-10.007,0.586,0.202,0.465,133.966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.396969840178062,-0.745271453935614,0.890986799297194,0.677668423381941,-0.360153743836706,0,"1",-6.593,0.59,0.513,0.722,179.896,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34,0.339307943879904,0.367028542714971,0.918783664484768,-0.671935238943209,-0.360153743836706,0,"1",-4.085,0.814,0.967,0.746,93.992,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
14,-2.4580580133952,-0.930651275593371,-0.571868692864092,1.51442609158801,-0.179468590106351,0,"0",0.119,0.897,0.958,0.955,137.056,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
25,1.55253464060794,-0.954742262613066,-0.815013317893048,-0.719732723046111,-0.17345545350317,0,"1",-13.98,0.425,0.966,0.754,120.471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60,1.16583998554504,-0.906728572801885,-0.490364270799953,-0.386005316620015,-0.360118747092435,0,"1",-4.762,0.44,0.321,0.772,112.839,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
49,2.31066899012274,-0.548591314419733,4.73547754596137,-0.595650029377901,-0.360147301943266,0,"0",-7.925,0.338,0.618,0.846,64.763,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
36,-0.0319900800286508,0.996314157577695,-0.898674397083041,-0.214176588382677,-0.247825830833351,0,"0",-5.52,0.714,0.9,0.713,93.006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60,0.521870354551082,2.1315399432551,-0.409590839943664,-0.699700274635358,0.103347795331056,0,"0",-15.013,0.655,0.31,0.138,124.983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,0.51834672631472,0.907709522672313,-0.718797030510487,-0.428280959905154,-0.359497200690858,0,"1",-11.739,0.59,0.739,0.56,120.635,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,0.492851642308466,0.942715740081905,0.557780494790654,-0.595650029377901,-0.360153743836706,0,"1",-15.881,0.694,0.719,0.394,104.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0.524291967105663,-0.967805191958503,-0.898674397083041,0.367762041386832,-0.359484813753204,0,"0",-4.338,0.846,0.964,0.996,158.337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,0.356085419439668,-0.616331375072674,-0.563684978378797,-0.717505170052631,1.95416200134051,1,"0",-11.323,0.309,0.458,0.4,114.962,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
57,0.903600513591371,0.262088478033718,0.0984844430743282,1.57844203476635,-0.360153743836706,0,"1",-6.428,0.396,0.205,0.462,138.152,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,-0.537794065546355,-0.789345017492401,0.514342257022989,-0.679702688861515,-0.360153743836706,0,"0",-4.889,0.646,0.684,0.639,110.022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,1.34483503553776,1.42187061516666,-0.433746895117327,-0.74203203546041,1.67959697878736,1,"1",-8.908,0.448,0.476,0.59,142.485,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13,1.39184990841956,0.199477144005089,0.651184046959526,2.50661445786134,-0.360153743836706,0,"0",-7.975,0.763,0.599,0.76,139.932,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
77,1.77876389145705,-0.756591585336887,1.63218713534593,2.83008760479934,0.402357456656614,1,"0",-1.94,0.712,0.468,0.902,89.74,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
64,-0.572004486341476,0.930016018101548,0.579421299367505,0.0492653049711016,3.05285864792563,1,"1",-10.806,0.546,0.337,0.669,75.144,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,-0.238804704669858,-0.933473643920566,0.507082137991078,-0.337418216403966,-0.360128657654815,0,"1",-3.756,0.433,0.897,0.955,163.793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,0.153146201323328,1.22282981149712,0.911842487130491,-0.308364263931996,-0.3599202294798,0,"0",-9.486,0.843,0.389,0.431,148.643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
64,-0.777020452828779,-0.872229918038856,-0.3215688608434,0.163293442219102,-0.360153743836706,0,"1",-3.25,0.688,0.359,0.838,126.069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
52,-1.53886166030586,1.20486053442818,0.068032420244816,-0.466353520207711,-0.360147425825769,0,"1",-14.518,0.432,0.641,0.363,100.082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77,-1.1153908755522,0.577056886937247,-0.474151526239151,-0.655308362824317,-0.360153743836706,0,"0",-5.308,0.646,0.632,0.57,163.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
38,-1.10660721924988,-0.425656226771464,-0.813331177960744,1.0178024510966,-0.360137143586453,0,"0",-7.837,0.74,0.499,0.574,140.063,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
52,-0.622191506855129,0.384889774270242,-0.946344255218907,-0.660847982119229,-0.360146496707057,0,"1",-4.395,0.692,0.731,0.821,151.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0.0392674136420299,1.61290994380663,1.08378694553051,-0.311588855529104,1.0664647243639,1,"0",-12.995,0.297,0.326,0.194,87.992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
58,-0.719201812226914,-0.88106381584665,-0.563684978378797,1.55105028858701,-0.359948102083594,0,"1",-3.977,0.526,0.804,0.925,125.06,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
43,-0.815725066816297,-0.973638300149342,-0.234398845633813,-0.523152425608205,-0.359970400256934,0,"1",-5.92,0.884,0.961,0.789,106.104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
61,-0.755344554162863,1.79126475118974,0.121256078900981,-0.704148912740045,-0.35975361586396,0,"1",-9.662,0.377,0.678,0.626,99.636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
77,-0.87358425447413,-0.613251240088856,2.07617747068865,2.11299572282704,-0.360153743836706,0,"0",-7.539,0.705,0.929,0.926,94.211,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
61,-0.474034675130338,-0.673899660728522,-0.0857915953150973,1.85773120027137,-0.360078795298649,0,"1",-5.483,0.815,0.582,0.643,127.997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,0.517277836966648,-0.758858850620225,0.316235056669405,1.24535111611735,-0.360137948821446,0,"1",-2.195,0.654,0.408,0.916,126.108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
45,-0.342416747776401,-0.891779496201683,-0.132455830133955,-0.483800222486475,-0.359556038983002,0,"1",-1.358,0.623,0.733,0.923,145.439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57,0.589056937170427,-0.979022491308123,-0.0470885827172804,-0.586838041153957,3.54343366297393,1,"0",-7.838,0.491,0.669,0.858,145.492,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
67,0.0932182305644148,0.331103442548862,-0.329535404636954,-0.62986045507995,-0.360153743836706,0,"1",-2.964,0.248,0.245,0.75,70.679,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48,-0.0136204773615211,0.240084419642222,-0.337509001591052,-0.737568709678566,-0.360123330725565,0,"1",-2.602,0.349,0.909,0.977,127.964,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
79,-0.433029882728448,-0.871765430560027,-1.02176757298767,-0.284744867988134,-0.360153743836706,0,"0",-4.547,0.845,0.62,0.709,98.04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
82,-1.9210131755884,-0.909536766752608,-0.626892241618944,1.57844203476635,-0.360153743836706,0,"1",-2.978,0.877,0.376,0.617,134.007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
94,0.00770614312936476,-0.913752171129451,-0.580059850474092,-0.468532909892933,-0.358562056556941,0,"0",-6.35,0.703,0.174,0.684,97.064,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48,0.916504740398404,-0.978561700176835,-0.449887001894711,-0.0859163497018,-0.360153743836706,0,"1",-5.025,0.49,0.218,0.733,173.828,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,0.674508470159731,-0.963115445541476,0.89794406281148,-0.790122599544057,-0.360142656351193,0,"1",-3.879,0.61,0.466,0.683,108.003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
60,0.653515973125832,2.16843173098727,-0.3534774050144,-0.648664342933588,1.85965885504401,1,"0",-16.526,0.343,0.238,0.273,116.05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74,-0.322025169296204,0.0755312437831605,-0.662383798192499,-0.697476601269756,-0.360153743836706,0,"0",-6.455,0.728,0.77,0.842,130.014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
57,-0.166838975170111,-0.898781021833163,-0.385499402025519,-0.147217843571065,-0.360153743836706,0,"0",-5.172,0.648,0.399,0.733,110.096,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
44,-1.01966946930046,1.97849164158179,-0.474151526239151,-0.584636099577633,-0.291777672882224,0,"1",-13.817,0.695,0.402,0.349,146.132,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0.179357238900188,-0.76657565266847,-0.401553198025644,-0.318040754677206,-0.359609922961892,0,"0",-6.857,0.661,0.39,0.46,149.971,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
74,-0.179887944240139,-0.510988287673329,0.226768984816672,3.48188626354145,-0.359953676619404,0,"0",-9.612,0.267,0.324,0.756,179.795,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45,0.189329381365727,0.856326664136579,3.73749921147408,2.50661445786134,-0.360153743836706,0,"1",-2.085,0.591,0.578,0.942,92.578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
78,-1.6352145229095,0.0793350600112681,-0.702168190536394,-0.38167813446348,-0.359801307779445,0,"1",-6.237,0.438,0.564,0.589,112.024,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
67,-4.22221651501388,2.30368507262701,-0.621951032366593,-0.735337696744486,3.72543593029925,1,"0",-21.701,0.57,0.623,0.106,94.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,-0.668584992927942,-0.980925984545625,-0.385499402025519,-0.744264348644873,-0.36013175470881,0,"1",-4.122,0.404,0.29,0.886,136.875,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,-0.494962425331444,-0.759766059655873,3.12338270432205,0.448541509952863,-0.311289470237661,0,"1",-6.072,0.839,0.596,0.73,124.653,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
60,-0.313910701954994,0.143538466242903,-1.06576967572484,-0.101738859312773,-0.360153743836706,0,"0",-4.401,0.708,0.733,0.752,128.011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,-1.5019394261661,-0.826004421167536,-0.48225425028671,-0.309439027256998,-0.360153743836706,0,"1",-5.427,0.806,0.531,0.726,74.957,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
74,-0.835656329595266,-0.726314120048935,-1.01660496053826,0.00960931982415474,-0.325871359714303,0,"1",-5.819,0.657,0.955,0.932,144.751,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
77,-0.511265590900253,-0.961600556985587,-0.598106663851301,-0.542879180806531,-0.360071981840157,0,"1",-7.311,0.857,0.843,0.468,89.119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,0.737317227234395,-0.970317767366611,1.40499224003246,-0.633176553053294,-0.360125250897208,0,"1",-2.79,0.978,0.597,0.787,116.006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53,-2.81932947075595,-0.202631056645011,-0.377483222438555,3.20027247197023,-0.277092379360879,0,"0",-10.558,0.76,0.623,0.164,76.638,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
72,2.1679943202064,-0.757951814716073,2.10055144272771,-0.467443163381529,-0.360040392266898,0,"1",-5.645,0.751,0.509,0.708,108.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81,-0.279953393997413,-0.0244518697155941,3.01957969518349,-0.218441139213174,-0.357311289758449,0,"1",-10.615,0.759,0.964,0.498,126.972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,0.257256435934363,-0.980803370148744,0.33846339499081,0.931296405795124,-0.0626621867391863,0,"1",-7.902,0.704,0.336,0.57,110.606,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81,-0.122428480655184,-0.973068901176155,-1.0200463733319,-0.472892929706534,-0.296067450021222,0,"1",-5.653,0.542,0.374,0.905,153.398,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
15,0.18468590340291,-0.910004960431096,-0.678110778546282,-0.65198587268092,-0.36011013730424,0,"0",-8.228,0.884,0.376,0.346,75.016,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
78,0.0601408614572097,-0.664997488949501,-0.771379466315577,-0.175866684874422,-0.360153743836706,0,"1",-5.465,0.786,0.88,0.853,125.034,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
55,0.510698406234635,-0.884322553117492,1.56785702489427,0.306802577035104,-0.360153743836706,0,"1",-5.162,0.804,0.417,0.825,139.981,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80,-0.104859883461917,0.722065175169304,-0.498481600931593,-0.585737017622153,-0.360153743836706,0,"1",-6.694,0.484,0.51,0.731,101.654,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
60,-0.760395766352765,1.51272868662057,0.211771184229388,-0.632071080727569,-0.360153743836706,0,"1",-7.731,0.654,0.532,0.72,99.911,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.12575253762253,0.521950552251522,-0.669002337657275,-0.563738672469667,0.483967748255939,1,"1",-4.982,0.453,0.741,0.859,136.212,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,2.74642337239013,0.511546604740753,2.9589318082806,-0.710825100831916,-0.360019952040636,0,"0",-5.787,0.413,0.44,0.725,124.618,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
49,1.75434459729009,1.09559438608727,0.196748366448549,-0.667499052388395,-0.360124074017743,0,"1",-4.729,0.578,0.915,0.774,176.78,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
66,0.964483999750723,-0.66366360013678,-0.313609357743465,-0.691919299772993,-0.348890670745219,0,"1",-5.943,0.464,0.507,0.759,117.298,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46,-0.105422935626968,-0.981174074511784,0.419501118751946,-0.0890791091366625,1.42023812483563,1,"1",-4.12,0.404,0.345,0.933,140.002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32,-1.11016705439031,1.87017416951615,-0.226515976709225,-0.720846661496975,-0.360153743836706,0,"1",-10.554,0.425,0.393,0.291,114.574,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
55,-0.6068010234821,1.15054145035683,-0.547339824760986,-0.659739844591885,-0.358425822174123,0,"1",-8.036,0.779,0.806,0.737,121.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
47,0.206065246800931,-0.523921270138586,1.34563238065973,2.81371889536346,-0.359997653688915,0,"0",-10.899,0.893,0.613,0.515,143.105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,-0.328047715049492,-0.917971317543516,-0.547339824760986,-0.387087366819118,-0.360153743836706,0,"0",-7.499,0.771,0.755,0.703,89.98,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
87,-0.283097726721756,-0.979958462362083,-0.658249679611131,1.35745768416627,-0.360101403646427,0,"1",-4.346,0.609,0.819,0.726,93.958,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
40,-0.171629263129502,-0.750248990388707,-0.163700188170899,-0.165247672861981,-0.36004410867892,0,"0",-6.089,0.751,0.668,0.92,126.99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17,-0.28164315228169,0.778195565712011,-0.417635661533848,-0.621022202875443,-0.359713976109753,0,"1",-4.889,0.592,0.336,0.588,81.997,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
76,1.12078016412258,0.521950552251522,-0.506606253869937,-0.659739844591885,-0.360136028645867,0,"1",-7.278,0.648,0.247,0.357,75.761,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41,1.45099807222347,1.74863784552,-0.944637408407891,0.931296405795124,-0.342896179994832,0,"1",-15.563,0.652,0.761,0.513,99.145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
24,0.342866364718875,-0.438358777201063,0.390117154117392,1.9992674879946,-0.360122587433475,0,"1",-5.286,0.739,0.641,0.638,95.926,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,-0.135270158396435,-0.662774548857844,-0.820903283086357,0.48871928543435,-0.360153743836706,0,"1",-5.529,0.604,0.419,0.724,180.097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
57,0.46310996768972,0.577056886937247,-0.785621133569897,-0.559344052631845,-0.360153743836706,0,"1",-6.858,0.679,0.793,0.657,135.004,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
39,0.13682921671555,-0.0439228847526738,2.3229374865406,-0.311588855529104,-0.360088705797106,0,"1",-8.824,0.515,0.32,0.792,132.038,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,1.79937585410651,-0.528672195097455,0.470693493855918,-0.693030545079297,-0.360010041652184,0,"1",-5.82,0.49,0.245,0.756,115.992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,-0.20475201006508,1.43046272619597,0.615374150192837,-0.725303495483182,0.314104757643639,1,"1",-10.09,0.472,0.0532,0.357,121.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,-0.721581653020791,-0.421429576316546,0.181700447874452,-0.623231128695564,-0.360153743836706,0,"1",-8.615,0.71,0.427,0.562,105.39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
34,-0.962161356696811,1.60464168752021,-0.64090707459156,0.347478131299116,-0.355132339071625,0,"1",-12.28,0.438,0.288,0.243,78.745,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,0.518378628879087,1.58252242421974,-0.783106261164286,-0.587939170193263,-0.360153743836706,0,"1",-15.255,0.528,0.292,0.447,126.972,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
73,-1.08844508475468,-0.434120820501791,-0.539178358709602,-0.528628683673483,-0.360153743836706,0,"1",-4.947,0.807,0.424,0.832,99.975,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
25,0.907637752306962,1.46751675831271,-0.441813332890218,-0.563738672469667,-0.356976969135653,0,"1",-8.831,0.711,0.975,0.682,142.854,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
67,-1.36987789717679,-0.00119145727033346,-0.210770907714063,-0.0511833295614622,-0.360131568885527,0,"0",-8.454,0.668,0.651,0.493,83.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
65,0.0991483727406109,0.247430430568797,-0.747136713665763,-0.193941557477053,-0.359255659874589,0,"0",-6.722,0.955,0.23,0.483,107.992,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,-0.494048337395033,0.604372296163985,1.07697182816303,-0.636493608283705,-0.360153743836706,0,"0",-6.441,0.594,0.964,0.83,148.806,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,-1.56879509636514,-0.627348180624907,4.1829504097783,-0.445669908016396,-0.355379908505375,0,"0",-3.477,0.634,0.503,0.904,146.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,-0.203808266313319,-0.971882872362318,-0.575963340432406,-0.750963891394687,-0.360153743836706,0,"1",-7.649,0.692,0.325,0.686,76.002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69,-0.762578524389416,-0.412987534801637,-0.273917018611009,-0.559344052631845,-0.356630285325908,0,"1",-6.005,0.854,0.656,0.642,123.984,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
49,1.12163887004852,1.96060928946642,-0.654943750539828,-0.51986792306165,3.80499175713964,1,"1",-18.95,0.406,0.126,0.0766,115.495,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,0.247784901061114,-0.672117891964139,1.24582149018354,0.11160270241633,-0.360153743836706,0,"0",-5.792,0.929,0.477,0.723,79.992,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
63,0.828237332403788,1.45329937372581,0.0527677095204039,-0.698588384162684,0.111963121763058,0,"1",-10.123,0.498,0.376,0.745,163.913,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71,-1.32851887223442,0.836913969524772,-0.506606253869937,-0.762138483426656,-0.360153743836706,0,"1",-2.786,0.736,0.967,0.756,122.395,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,-0.241215316254084,1.95036051326161,0.764828169006733,1.0273741568403,-0.360153743836706,0,"1",-7.158,0.586,0.762,0.508,130.197,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
52,0.228065957864285,0.715417806081076,1.15165597184642,-0.179054303022623,-0.360153743836706,0,"1",-5.956,0.524,0.596,0.533,119.981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
63,-0.984758984717329,0.177180614655275,-0.531024281944924,-0.691919299772993,-0.360153743836706,0,"1",-6.679,0.535,0.966,0.589,118.552,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
59,-2.11806956282718,0.901316962026953,-0.250185312728135,-0.590141744875277,-0.360153743836706,0,"1",-10.778,0.399,0.173,0.371,79.824,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54,-0.738481285039627,1.21385366506462,-0.522877581098724,-0.763256540550465,-0.360119304561148,0,"1",-5.646,0.805,0.943,0.514,112.433,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
65,0.389570165648029,1.97338925985362,0.0604032989318793,-0.512207732828327,-0.360153743836706,0,"1",-11.475,0.611,0.418,0.33,150.075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
78,-0.37328944739458,-0.577754111556331,0.708185358576192,-0.468532909892933,-0.360153743836706,0,"0",-3.399,0.796,0.565,0.541,164.932,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
53,-3.51178746962366,2.03425926736733,-0.369474171513791,-0.624335750862325,1.21713364947432,1,"1",-18.239,0.608,0.389,0.18,60.02,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
47,-0.338964063041686,0.814165155590672,-1.04417315400642,0.43847507735035,-0.359206114204666,0,"1",-9.195,0.716,0.383,0.552,77.537,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
76,0.564974929992338,0.0103961993186706,0.925719496303396,1.50525177407002,-0.360153743836706,0,"0",-4.962,0.502,0.4,0.815,93.692,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
72,0.311141998025071,-0.86851528860137,-0.140256763641492,0.418315717651824,-0.360146372824572,0,"1",-4.505,0.524,0.38,0.874,107.891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82,-1.13856875695129,0.628145176639708,-0.539178358709602,-0.412002685358366,-0.360153743836706,0,"0",-3.953,0.628,0.321,0.652,193.783,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,0.471628852430515,-0.963162793589905,-0.979692587618967,-0.20778272820794,-0.360153743836706,0,"1",-4.038,0.709,0.759,0.683,100.866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
64,-1.19561217542239,-0.981144607209736,-0.48225425028671,-0.648664342933588,-0.357645628426764,0,"1",-1.694,0.537,0.398,0.943,100.001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0.580873775434824,-0.931591878826865,1.17866102107959,0.24551799400295,-0.360132312178694,0,"0",-8.074,0.667,0.715,0.854,110.029,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
61,-0.0492271516398638,-0.961553224497516,-0.55550869350368,-0.603366066366592,3.46376527816484,1,"0",-8.789,0.714,0.297,0.74,139.983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50,0.000665216278303269,-0.872694450915474,2.37621111840825,-0.193941557477053,-0.360142594409989,0,"0",-2.37,0.593,0.495,0.803,69.884,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
72,0.0221306076181894,0.232727037177166,-0.498481600931593,-0.308364263931996,-0.360127356892598,0,"0",-6.836,0.866,0.336,0.347,110.063,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
57,0.430655855300726,0.169725133717386,0.083271302343146,-0.643130592727489,-0.360010661050997,0,"0",-7.893,0.518,0.162,0.545,166.049,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
