"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
1918,0.343,-3.111,0.567,210925,4,0.792,0.913,93.35,0.0934,0.0736,8,0.000124,1,68
1919,0.122,-8.675,0.816,160560,4,0.403,0.511,145.061,0.0186,0.0676,1,1.34e-05,1,59
1920,0.114,-7.67,0.562,237428,4,0.555,0.607,81.523,0.119,0.0253,11,0,1,0
1921,0.0379,-10.96,0.808,202962,4,0.269,0.368,113.046,0.617,0.291,5,0,0,78
1922,0.0947,-22.013,0.445,215695,4,0.296,0.00362,133.66,0.995,0.0623,2,0.000223,1,56
1923,0.108,-17.082,0.494,152813,4,0.774,0.241,143.933,0.922,0.0938,4,0.0225,0,31
1924,0.158,-8.155,0.284,341626,4,0.387,0.88,115.299,0.148,0.0387,0,0,1,23
1925,0.134,-8.443,0.921,191251,4,0.925,0.413,135.995,0.0149,0.119,1,0.000238,1,82
1926,0.0914,-7.258,0.653,259853,4,0.226,0.204,95.223,0.649,0.042,9,0,0,71
1927,0.249,-4.752,0.52,250120,5,0.704,0.717,135.55,0.116,0.0349,6,0,0,49
1928,0.358,-9.116,0.8,248013,4,0.818,0.571,127.013,0.378,0.0321,10,5.13e-06,1,59
1929,0.0874,-6.76,0.571,145573,4,0.928,0.93,187.964,0.0403,0.0615,11,2.64e-06,1,68
1930,0.117,-10.73,0.397,197893,4,0.17,0.303,170.22,0.798,0.11,1,1.49e-05,0,84
1931,0.194,-4.134,0.789,279866,4,0.702,0.768,125.02,0.313,0.334,8,0,0,82
1932,0.0906,-5.719,0.645,264407,4,0.208,0.663,111.982,0.459,0.0261,10,6.72e-06,1,25
1933,0.139,-4.087,0.581,204160,4,0.788,0.963,129.992,0.0295,0.0981,11,0,1,75
1934,0.064,-11.173,0.605,256500,4,0.166,0.48,88.75,0.136,0.0331,7,0,1,26
1935,0.102,-2.704,0.85,278706,4,0.677,0.982,90.009,0.000319,0.056,10,1.19e-05,0,74
1936,0.11,-9.899,0.927,175934,4,0.548,0.441,101.797,0.418,0.0671,2,0.235,1,49
1937,0.114,-11.167,0.794,344297,4,0.209,0.819,118.014,0.000206,0.0602,5,0.948,1,56
1938,0.0928,-7.431,0.553,193200,4,0.382,0.402,103.313,0.892,0.0262,11,6.63e-05,1,58
1939,0.0849,-5.948,0.808,307773,4,0.594,0.719,93.281,0.03,0.248,1,0,1,78
1940,0.212,-7.723,0.605,254560,4,0.919,0.61,99.998,0.57,0.0364,9,6.89e-06,1,25
1941,0.294,-4.05,0.237,217633,4,0.439,0.891,89.744,0.00561,0.093,0,0,0,56
1942,0.0829,-5.881,0.731,200373,4,0.875,0.861,89.949,0.0319,0.0323,11,0,1,83
1943,0.0467,-12.151,0.751,288146,4,0.902,0.501,167.058,0.0406,0.0552,7,0.112,1,79
1944,0.111,-5.415,0.618,225512,4,0.91,0.705,199.95,0.211,0.189,7,3.96e-05,1,69
1945,0.57,-6.769,0.708,247040,4,0.701,0.497,103.893,0.459,0.0418,9,2.66e-06,1,46
1946,0.175,-2.744,0.812,225760,4,0.898,0.921,96.51,0.42,0.0275,4,5.14e-06,1,14
1947,0.0814,-4.487,0.76,182247,4,0.429,0.609,89.967,0.0614,0.271,9,0,0,42
1948,0.42,-5.759,0.607,206400,4,0.667,0.662,100.029,0.0656,0.0921,1,2.05e-06,0,51
1949,0.109,-7.338,0.439,212893,4,0.533,0.737,145.942,0.0328,0.0444,7,0.28,1,67
1950,0.0812,-6.943,0.684,151731,4,0.96,0.711,98.263,0.477,0.035,1,0.000168,1,56
1951,0.0885,-8.381,0.526,239988,4,0.306,0.634,128.124,0.0964,0.0307,1,0,0,4
1952,0.132,-10.105,0.218,422060,4,0.223,0.501,70.109,0.689,0.0432,2,0.00188,1,8
1953,0.14,-5.544,0.58,213229,4,0.557,0.743,154.971,0.205,0.431,10,0,0,36
1954,0.307,-4.793,0.653,174723,4,0.681,0.874,120.84,0.154,0.0341,6,1.36e-05,0,65
1955,0.139,-5.053,0.452,178346,4,0.682,0.751,204.156,0.646,0.0342,6,0.00457,1,49
1956,0.202,-8.069,0.793,196160,4,0.872,0.542,107.661,0.236,0.0406,1,1.12e-05,1,76
1957,0.0818,-36.281,0.0833,154840,4,0.0361,0.00876,70.329,0.935,0.0457,9,0.866,1,60
1958,0.14,-9.514,0.442,229412,4,0.806,0.585,97.565,0.0984,0.0964,0,0.842,0,95
1959,0.0889,-15.099,0.587,275280,4,0.348,0.0446,123.994,0.965,0.0534,7,0,1,79
1960,0.0951,-6.506,0.615,183092,4,0.656,0.702,201.988,0.448,0.202,2,0.00752,1,35
1961,0.135,-4.08,0.461,250000,4,0.861,0.912,127.984,0.0928,0.063,11,1e-05,1,53
1962,0.352,-1.841,0.86,225318,4,0.584,0.952,105.019,0.00143,0.0584,2,1.16e-05,1,51
1963,0.255,-6.521,0.64,202173,4,0.362,0.583,91.968,0.326,0.469,10,1.16e-05,1,60
1964,0.114,-5.314,0.381,288413,4,0.583,0.993,188.36,0.025,0.107,11,0,0,53
1965,0.166,-9.734,0.825,223573,4,0.414,0.669,90.995,0.000158,0.0395,6,0.423,1,48
1966,0.12,-8.018,0.633,210000,4,0.768,0.548,129.983,0.219,0.0523,1,3.88e-05,1,66
1967,0.139,-3.207,0.665,293973,4,0.887,0.91,84.099,4.9e-05,0.364,6,0,0,65
1968,0.109,-6.536,0.548,236040,4,0.568,0.752,119.496,0.000154,0.109,0,3.97e-05,1,59
1969,0.111,-20.249,0.514,230000,4,0.244,0.0282,96.015,0.995,0.0285,11,0.0029,1,61
1970,0.104,-7.62,0.745,171520,4,0.303,0.466,113.097,0.192,0.0864,4,0.132,0,81
1971,0.106,-5.271,0.657,212240,4,0.412,0.6,78.05,0.524,0.0306,5,0,1,51
1972,0.0421,-8.702,0.639,179303,4,0.591,0.582,195.951,0.0156,0.155,5,0,1,34
1973,0.0396,-4.754,0.779,179303,4,0.783,0.891,122.995,0.116,0.0903,0,0.00541,1,58
1974,0.171,-8.322,0.686,242186,4,0.718,0.457,150.953,0.595,0.0468,11,0,1,86
1975,0.0685,-14.894,0.716,123000,4,0.169,0.0271,82.007,0.946,0.0286,5,0.936,1,61
1976,0.318,-4.782,0.631,202879,4,0.704,0.847,173.968,0.0834,0.16,3,0,0,50
1977,0.178,-4.87,0.918,241666,4,0.943,0.61,130.203,0.227,0.0551,0,0,0,2
1978,0.0986,-9.916,0.648,196018,4,0.353,0.413,97.91,0.895,0.144,6,0.0446,0,55
1979,0.0675,-8.044,0.755,134349,3,0.964,0.516,105.158,0.243,0.0388,4,0.00013,1,59
1980,0.321,-4.67,0.551,219760,4,0.398,0.959,84.979,0.00567,0.0614,7,0.000279,1,59
1981,0.104,-9.529,0.899,120000,4,0.235,0.434,82.755,0.0184,0.4,9,0.103,1,56
1982,0.0719,-4.921,0.643,270333,4,0.534,0.801,95.988,0.0298,0.0228,6,0,1,75
1983,0.316,-5.438,0.705,216200,4,0.816,0.901,123.961,0.0439,0.0645,2,0,1,43
1984,0.105,-4.518,0.424,232403,4,0.672,0.939,176.085,0.0222,0.0878,2,4.59e-06,1,59
1985,0.142,-6.442,0.68,218868,4,0.437,0.582,171.629,0.361,0.336,6,0,1,61
1986,0.0925,-5.125,0.821,213586,4,0.517,0.629,162.973,0.168,0.271,4,0,0,49
1987,0.12,-6.29,0.875,234293,4,0.811,0.725,87.999,0.0674,0.0571,11,0.0374,0,71
1988,0.0679,-6.536,0.865,240028,4,0.62,0.722,124.022,0.531,0.124,1,0.00913,1,45
1989,0.214,-5.014,0.73,664573,4,0.292,0.912,108.03,0.009,0.053,7,0,1,35
1990,0.157,-6.913,0.694,166973,4,0.853,0.56,96.039,0.128,0.0618,10,0,1,37
1991,0.108,-9.474,0.478,214840,4,0.753,0.511,123.207,0.106,0.0316,2,0.0257,1,7
1992,0.0797,-6.933,0.715,219426,4,0.769,0.712,110.121,0.391,0.0265,9,0,1,9
1993,0.237,-16.514,0.329,252666,4,0.355,0.227,73.807,0.922,0.274,9,2.65e-05,0,49
1994,0.315,-6.327,0.343,255880,4,0.541,0.827,89.397,0.000886,0.0377,8,1.08e-06,1,8
1995,0.298,-7.069,0.748,244960,4,0.661,0.524,114.58,0.414,0.0338,5,0,1,87
1996,0.108,-6.938,0.232,400280,3,0.15,0.408,175.357,0.573,0.0342,4,3.12e-05,0,24
1997,0.249,-7.441,0.828,193575,4,0.549,0.482,149.964,0.348,0.26,7,0,1,78
1998,0.107,-6.319,0.669,247066,4,0.273,0.574,120.013,0.16,0.0286,4,0.00294,0,97
1999,0.0836,-10.311,0.6,110445,5,0.135,0.591,130.556,0.389,0.0355,5,0.894,0,55
2000,0.0972,-8.376,0.925,115617,4,0.52,0.453,137.022,0.306,0.168,9,6.99e-05,0,55
2001,0.0933,-5.921,0.877,127200,4,0.376,0.546,99.977,0.0306,0.26,9,0,0,82
2002,0.0908,-5.89,0.729,190731,3,0.668,0.583,93.955,0.257,0.241,8,0,1,70
2003,0.286,-4.279,0.361,217266,4,0.556,0.901,144.97,0.00152,0.0443,7,0.000263,0,4
2004,0.076,-12.779,0.609,240560,4,0.115,0.138,124.983,0.733,0.0334,3,0.0777,1,60
2005,0.0924,-4.259,0.584,217603,4,0.501,0.569,89.779,0.0508,0.166,0,0,1,74
2006,0.211,-7.786,0.619,211306,4,0.694,0.672,133.402,0.0563,0.28,7,0,1,65
2007,0.324,-4.587,0.722,242013,4,0.79,0.88,92.024,0.21,0.24,5,0,0,64
2008,0.315,-4.44,0.612,174774,4,0.513,0.596,139.968,0.00418,0.193,0,8.44e-06,1,67
2009,0.0557,-6.8,0.551,231666,4,0.808,0.784,108.005,0.153,0.029,8,4.04e-06,0,2
2010,0.332,-4.166,0.804,219333,4,0.699,0.884,118.384,0.211,0.119,6,0,1,13
2011,0.063,-3.561,0.747,343099,4,0.791,0.867,124.013,0.00894,0.0392,10,0.00267,1,67
2012,0.295,-7.031,0.398,253342,3,0.623,0.316,118.582,0.456,0.029,3,1.03e-05,1,76
2013,0.271,-3.035,0.795,206680,4,0.533,0.982,111.132,0.00745,0.191,6,0.00811,1,58
2014,0.104,-9.653,0.446,205373,4,0.0975,0.836,90.003,0.0672,0.0494,2,0.000102,1,42
2015,0.316,-6.302,0.557,201951,4,0.345,0.636,100.898,0.477,0.0252,9,0,1,8
2016,0.0769,-6.76,0.659,174800,4,0.71,0.735,103.036,0.0506,0.0581,8,0,1,46
2017,0.123,-3.934,0.691,226963,4,0.35,0.75,143.744,0.108,0.347,10,8.15e-05,0,69
2018,0.107,-9.21,0.758,198973,4,0.371,0.579,77.168,0.413,0.11,7,8.29e-05,1,60
2019,0.0896,-11.736,0.598,139318,3,0.147,0.245,62.015,0.977,0.0594,11,0.156,0,65
2020,0.082,-14.861,0.372,159711,4,0.372,0.247,181.763,0.879,0.09,4,0.00162,1,2
2021,0.355,-9.424,0.439,228213,4,0.789,0.795,84.846,0.00407,0.0959,2,0,1,29
2022,0.205,-8.146,0.57,231160,4,0.757,0.857,143.482,0.0662,0.0496,10,0.0725,1,50
2023,0.142,-6.525,0.808,94932,4,0.811,0.541,92.132,0.855,0.0362,3,0.000977,1,66
2024,0.0906,-5.311,0.956,429533,4,0.841,0.795,121.294,0.284,0.15,0,0,1,71
2025,0.103,-13.126,0.801,473550,4,0.467,0.472,120.005,0.128,0.077,4,0.381,1,17
2026,0.215,-10.287,0.636,209026,4,0.595,0.293,124.005,0.709,0.0415,11,0.0337,1,63
2027,0.417,-11.048,0.671,210197,4,0.561,0.565,110.741,0.274,0.0921,11,0.00574,0,63
2028,0.102,-9.743,0.717,249800,4,0.875,0.691,95.019,0.365,0.192,9,1.13e-06,1,64
2029,0.298,-10.025,0.707,207666,4,0.525,0.474,149.993,0.202,0.0379,9,0.495,1,48
2030,0.121,-9.349,0.38,254426,4,0.203,0.596,171.629,0.0199,0.0663,11,3.95e-05,1,55
2031,0.339,-3.073,0.64,298853,4,0.436,0.803,99.931,0.0094,0.0584,2,0,1,72
2032,0.158,-11.821,0.621,114606,4,0.803,0.435,160.093,0.902,0.521,9,0.000843,0,30
2033,0.129,-14.115,0.857,193786,4,0.583,0.22,100.976,0.789,0.23,2,0,0,68
2034,0.146,-8.811,0.696,148600,4,0.32,0.144,114.055,0.811,0.0308,1,0.000212,1,33
2035,0.356,-7.969,0.659,183750,4,0.481,0.392,96.609,0.702,0.0479,4,0,0,89
2036,0.0736,-6.557,0.797,253733,4,0.842,0.563,103.312,0.422,0.175,11,0,1,68
2037,0.091,-9.506,0.635,187402,4,0.0563,0.435,77.048,0.813,0.0451,8,0.243,1,52
2038,0.0821,-11.585,0.733,325466,4,0.366,0.514,110.002,0.322,0.0298,7,8.18e-06,1,55
2039,0.0681,-12.635,0.474,270130,4,0.0399,0.461,119.68,0.951,0.0328,1,0.756,1,42
2040,0.106,-3.639,0.642,192317,4,0.645,0.95,148.806,0.000596,0.0698,1,0.000518,1,1
2041,0.141,-4.087,0.762,197733,4,0.732,0.821,121.98,0.0605,0.0393,0,0,1,67
2042,0.303,-7.475,0.662,254400,4,0.394,0.763,126.333,0.000341,0.0397,0,0.0013,1,55
2043,0.201,-6.59,0.485,222906,4,0.291,0.633,156.002,0.585,0.0509,9,0.0353,0,53
2044,0.0932,-4.012,0.535,271441,4,0.825,0.931,95.989,0.00611,0.0451,8,7.26e-05,1,72
2045,0.112,-3.989,0.837,200170,4,0.974,0.88,92.024,0.21,0.24,4,0,0,76
2046,0.252,-6.061,0.429,233946,4,0.773,0.881,122.977,0.0526,0.0405,5,0.0864,1,46
2047,0.0815,-7.366,0.774,171360,4,0.226,0.72,138.015,0.00957,0.0454,3,0.783,1,36
2048,0.161,-5.213,0.817,231586,4,0.474,0.55,131.013,0.175,0.0598,5,0.00487,0,52
2049,0.19,-5.41,0.697,238493,4,0.462,0.798,107.98,0.108,0.0438,11,0,0,38
2050,0.237,-5.934,0.65,139293,4,0.275,0.658,145.031,0.0233,0.0558,1,6e-05,1,93
2051,0.364,-2.17,0.66,169466,4,0.803,0.883,118.011,0.0581,0.0489,7,0,1,30
2052,0.122,-5.826,0.419,232135,4,0.173,0.541,147.416,0.0238,0.0388,7,0,1,46
2053,0.097,-6.068,0.755,163857,4,0.575,0.673,131.514,0.384,0.384,7,0,1,52
2054,0.0473,-5.114,0.74,228093,4,0.507,0.77,105.39,0.138,0.0298,8,0,1,75
2055,0.0947,-4.883,0.828,227106,4,0.156,0.69,95.997,0.434,0.0804,1,9.5e-06,1,66
2056,0.137,-9.279,0.827,148607,4,0.885,0.305,111.97,0.593,0.11,8,1.75e-06,1,47
2057,0.128,-8.919,0.416,321453,4,0.252,0.535,86.016,0.284,0.0284,4,0.00033,1,50
2058,0.117,-11.523,0.295,213309,3,0.312,0.37,161.993,0.708,0.0621,10,0.0164,0,20
2059,0.0835,-7.868,0.729,105494,4,0.328,0.448,91.021,0.202,0.0413,0,0.867,1,50
2060,0.882,-4.463,0.648,231688,4,0.7,0.994,94.084,0.00669,0.184,1,6.64e-05,1,53
2061,0.192,-6.381,0.596,185624,4,0.42,0.551,118.552,0.0311,0.291,6,0,1,91
2062,0.182,-7.009,0.688,236960,4,0.759,0.675,155.856,0.705,0.134,2,0,1,60
2063,0.203,-4.653,0.69,194407,4,0.939,0.866,106.066,0.323,0.0316,1,0,1,94
2064,0.841,-4.062,0.731,237018,4,0.514,0.754,85.882,0.0893,0.463,7,0,1,70
2065,0.185,-6.6,0.694,341000,4,0.0688,0.414,60.042,0.0366,0.0254,4,5.82e-06,0,24
2066,0.0807,-10.246,0.452,226213,4,0.187,0.521,147.755,0.0388,0.0583,3,0.892,0,15
2067,0.686,-5.024,0.742,239160,4,0.502,0.579,144.994,0.418,0.202,2,0,1,84
2068,0.105,-9.691,0.644,220212,4,0.353,0.784,207.523,0.153,0.441,0,0,1,49
2069,0.102,-4.919,0.758,266280,3,0.814,0.714,114.574,0.172,0.0316,2,0.000109,1,67
2070,0.249,-7.404,0.455,184141,4,0.136,0.564,104.338,0.775,0.137,8,0,0,15
2071,0.0962,-10.722,0.769,265466,4,0.447,0.381,124.458,0.718,0.0431,7,0.0121,0,51
2072,0.161,-4.627,0.767,190217,4,0.321,0.762,136.212,0.119,0.0435,10,0,1,57
2073,0.349,-4.556,0.85,176585,4,0.839,0.818,105.266,0.124,0.0904,0,0.586,1,51
2074,0.123,-3.934,0.691,226963,4,0.345,0.75,143.744,0.104,0.347,10,0,0,69
2075,0.339,-13.486,0.621,341266,4,0.505,0.449,90.042,0.145,0.0519,5,0.072,1,43
2076,0.123,-4.451,0.523,186400,4,0.501,0.573,85.526,0.000169,0.119,9,0,1,52
2077,0.133,-4.751,0.744,312640,4,0.293,0.697,147.046,0.715,0.0333,10,0.00741,0,47
2078,0.104,-10.656,0.889,172893,4,0.304,0.393,128.065,0.331,0.443,4,8.67e-06,0,77
2079,0.126,-3.843,0.47,261640,4,0.481,0.959,159.738,0.183,0.0521,10,0,0,59
2080,0.123,-6.091,0.416,202453,3,0.452,0.603,120.668,0.495,0.165,5,0.000135,0,48
2081,0.297,-10.83,0.51,212026,4,0.905,0.696,176.567,0.0157,0.0542,4,0.000104,1,66
2082,0.093,-4.581,0.626,158973,4,0.87,0.877,125.18,0.117,0.0346,5,0.000247,0,35
2083,0.0976,-9.558,0.572,170813,4,0.318,0.56,108.9,0.00876,0.0754,2,0.578,1,71
2084,0.115,-8.078,0.696,230784,4,0.839,0.672,104.017,0.162,0.109,8,3.55e-06,1,72
2085,0.262,-9.261,0.369,174723,4,0.966,0.46,78.118,0.872,0.0344,7,0,0,23
2086,0.0955,-8.993,0.66,190360,4,0.324,0.248,122.955,0.641,0.0348,1,3.12e-06,1,49
2087,0.0936,-7.621,0.535,139320,4,0.743,0.579,138.007,0.172,0.0529,8,0,1,52
2088,0.039,-3.95,0.636,192466,4,0.454,0.65,104.845,0.0796,0.0346,0,0,0,71
2089,0.081,-2.17,0.735,128266,4,0.859,0.796,97.01,0.214,0.0344,5,0.000124,1,54
2090,0.294,-4.47,0.549,279573,4,0.12,0.805,123.961,0.107,0.0689,2,0.00479,1,51
2091,0.0856,-5.737,0.722,130293,4,0.915,0.667,136.948,0.0306,0.406,8,6.02e-06,1,64
2092,0.0861,-10.134,0.823,245533,4,0.928,0.563,107.926,0.158,0.0873,0,0.00033,0,55
2093,0.103,-4.647,0.757,196790,4,0.343,0.747,123.97,0.0927,0.0699,10,0,1,19
2094,0.146,-4.675,0.502,262466,4,0.225,0.656,104.036,0.188,0.0357,5,0,0,81
2095,0.111,-24.141,0.644,257092,4,0.116,0.038,100.014,0.788,0.0416,6,0.948,0,41
2096,0.0883,-7.778,0.62,251466,4,0.134,0.524,103.193,0.178,0.0721,11,0,0,15
2097,0.152,-6.558,0.749,113345,4,0.434,0.588,122.057,0.952,0.0762,0,0.0254,1,58
2098,0.0912,-3.773,0.623,223498,4,0.355,0.872,105.147,0.0097,0.147,11,3.87e-05,0,75
2099,0.282,-4.982,0.561,246385,4,0.64,0.901,143.096,0.0371,0.0753,1,2.45e-05,1,27
2100,0.313,-8.352,0.352,180880,4,0.426,0.727,85.385,0.00579,0.0352,6,2.9e-06,1,36
2101,0.115,-6.409,0.516,120549,4,0.859,0.776,177.399,0.0218,0.0412,6,0,1,31
2102,0.0391,-10.839,0.785,214786,4,0.963,0.594,89.931,0.355,0.0913,2,0.000413,0,49
2103,0.367,-5.089,0.462,221626,4,0.65,0.944,165.091,0.119,0.0867,8,0.000149,1,60
2104,0.0389,-11.456,0.761,183893,4,0.556,0.573,111.558,0.0117,0.038,6,2.3e-05,0,9
2105,0.348,-5.028,0.441,302786,1,0.121,0.461,96.01,0.883,0.0347,6,1.69e-06,1,42
2106,0.154,-6.144,0.596,134906,4,0.939,0.881,93.998,0.232,0.0304,7,0.0795,1,49
2107,0.134,-7.544,0.801,241666,4,0.864,0.706,141.021,0.0493,0.0722,7,0.0617,1,46
2108,0.11,-12.698,0.332,199466,4,0.652,0.707,144.815,1.2e-05,0.0364,7,0.862,1,43
2109,0.138,-8.219,0.753,231071,4,0.241,0.485,97.515,0.00517,0.114,10,6.11e-06,0,70
2110,0.409,-2.952,0.801,167797,4,0.831,0.862,100.024,0.0465,0.0607,6,6.47e-06,1,68
2111,0.108,-7.501,0.537,307866,4,0.356,0.462,136.634,0.574,0.119,6,9.75e-05,1,67
2112,0.107,-7.56,0.659,304026,4,0.499,0.666,127.892,2.73e-05,0.0345,5,1.88e-05,1,56
2113,0.099,-6.35,0.818,210367,4,0.556,0.54,97.064,0.0143,0.0544,5,0.000512,0,94
2114,0.0741,-5.892,0.778,218093,4,0.978,0.672,100.024,0.284,0.0712,7,0,1,84
2115,0.182,-6.982,0.695,212400,4,0.937,0.748,113.357,0.0262,0.0428,0,2.41e-05,1,55
2116,0.133,-11.5,0.708,50573,4,0.648,0.552,140.127,0.57,0.0502,11,0.934,0,40
2117,0.246,-8.211,0.389,179520,4,0.526,0.586,126.036,0.385,0.0332,9,0.00674,1,49
2118,0.63,-5.873,0.841,203266,4,0.58,0.564,87.07,0.255,0.289,1,0,0,63
2119,0.143,-4.054,0.509,264706,4,0.161,0.76,116.529,0.00189,0.0338,6,0.000549,0,65
2120,0.146,-5.946,0.687,2e+05,4,0.635,0.766,94.973,0.0557,0.0314,11,0.00107,1,73
2121,0.115,-9.351,0.451,145205,4,0.376,0.53,103.02,0.175,0.0933,11,0.00855,0,37
2122,0.111,-13.604,0.608,199906,4,0.27,0.238,78.013,0.885,0.0434,2,0.125,1,72
2123,0.0783,-9.406,0.753,445893,4,0.898,0.755,184.4,3.96e-05,0.0535,0,0.748,1,13
2124,0.195,-17.335,0.452,292696,4,0.214,0.361,105.617,0.782,0.0354,8,0.00141,0,23
2125,0.107,-22.436,0.645,172000,3,0.268,0.0437,92.6,0.987,0.0332,10,0.978,1,63
2126,0.689,-10.564,0.729,227733,4,0.762,0.742,110.193,0.000901,0.0334,4,0.00216,1,44
2127,0.0858,-9.307,0.678,225626,4,0.69,0.615,127.224,0.0152,0.0473,4,6.72e-06,1,69
2128,0.0984,-12.828,0.813,167404,4,0.585,0.104,119.91,0.429,0.0411,0,0.0158,1,26
2129,0.116,-7.622,0.699,165000,4,0.493,0.558,79.992,0.462,0.0603,11,0,1,91
2130,0.0956,-5.544,0.541,237567,4,0.541,0.718,146.037,0.178,0.0295,4,0,0,14
2131,0.0884,-9.668,0.0594,315266,4,0.14,0.781,171.829,0.0581,0.0471,8,0,1,47
2132,0.255,-5.938,0.7,199384,4,0.258,0.611,105.002,0.0599,0.0511,2,9.39e-06,1,60
2133,0.229,-4.557,0.752,199948,4,0.425,0.645,147.055,0.153,0.102,5,5.96e-05,1,64
2134,0.123,-6.02,0.702,212844,4,0.207,0.612,168.197,0.0994,0.424,6,0,0,77
2135,0.102,-7.097,0.316,220850,4,0.268,0.694,129.921,0.332,0.0706,5,0,1,86
2136,0.116,-4.396,0.917,226226,4,0.972,0.839,116.854,0.0558,0.118,9,0,0,57
2137,0.267,-6.641,0.582,443480,4,0.933,0.61,90.98,0.779,0.103,11,0,0,60
2138,0.258,-8.389,0.765,165618,4,0.556,0.672,112.053,0.0603,0.0613,0,0.761,1,66
2139,0.0521,-4.393,0.802,288293,4,0.963,0.756,131.715,0.0843,0.0349,2,0.00765,0,73
2140,0.109,-8.851,0.608,191946,4,0.745,0.746,134.03,0.026,0.153,0,2.39e-06,1,68
2141,0.325,-5.189,0.349,122706,4,0.775,0.723,138.804,0.00751,0.0342,2,0.00575,1,44
2142,0.0696,-2.274,0.52,193377,4,0.309,0.809,104.102,0.000106,0.0761,4,0,0,56
2143,0.127,-6.86,0.684,191935,4,0.648,0.45,90.055,0.443,0.0896,1,3.28e-05,1,61
2144,0.102,-15.162,0.799,147716,3,0.615,0.0375,82.007,0.891,0.0449,11,0.928,0,52
2145,0.154,-5.585,0.877,162053,4,0.272,0.514,119.998,0.325,0.14,2,0,1,81
2146,0.152,-7.868,0.555,221840,4,0.582,0.757,129.607,0.103,0.0987,1,1.16e-06,0,72
2147,0.101,-3.825,0.494,191895,4,0.513,0.78,159.708,0.00249,0.064,1,0,1,16
2148,0.105,-10.038,0.675,154740,4,0.682,0.366,151.999,0.404,0.105,8,0.823,0,31
2149,0.505,-4.328,0.525,188362,4,0.965,0.622,135.816,0.582,0.0367,4,0,1,30
2150,0.105,-8.36,0.922,181263,4,0.595,0.581,140.022,0.00104,0.27,10,5.86e-05,1,89
2151,0.0735,-10.078,0.674,296320,4,0.497,0.542,94.988,0.246,0.0339,4,0,1,58
2152,0.0876,-5.238,0.521,307360,4,0.518,0.701,127.087,0.0892,0.0458,0,0,1,51
2153,0.133,-13.135,0.518,232361,4,0.669,0.175,167.908,0.944,0.0354,7,0.0992,0,42
2154,0.182,-9.731,0.836,176630,4,0.313,0.579,75.483,0.064,0.299,2,2.38e-06,1,75
2155,0.0519,-7.274,0.967,242733,4,0.768,0.583,171.037,0.0584,0.0789,7,0,0,77
2156,0.0993,-7.039,0.657,295493,5,0.258,0.699,164.115,0.335,0.0775,6,0.000123,1,44
2157,0.127,-3.715,0.522,193568,4,0.296,0.833,180.009,0.185,0.0473,9,0,1,71
2158,0.0688,-5.938,0.793,216880,4,0.889,0.654,79.237,0.199,0.0608,9,3.4e-06,1,65
2159,0.0956,-7.619,0.551,210960,4,0.692,0.522,99.919,0.194,0.189,1,0,0,71
2160,0.0295,-10.682,0.55,160000,4,0.15,0.348,65.973,0.78,0.047,0,0,1,24
2161,0.631,-5.852,0.83,162466,4,0.813,0.783,105.39,0.416,0.0457,1,1.54e-06,1,75
2162,0.142,-14.047,0.614,145586,4,0.462,0.398,102.355,0.512,0.0397,9,3.7e-06,0,40
2163,0.122,-3.899,0.42,318813,4,0.3,0.929,127.204,0.000353,0.121,7,0.000747,0,54
2164,0.158,-6.677,0.33,201373,4,0.364,0.627,89.521,0.00676,0.037,2,0,1,35
2165,0.34,-7.008,0.752,199333,4,0.487,0.654,96.948,0.0301,0.288,4,0,0,26
2166,0.1,-7.42,0.684,195832,4,0.528,0.705,153.005,0.00117,0.0436,6,1.46e-06,0,63
2167,0.11,-8.339,0.531,516893,4,0.491,0.481,138.45,0.0986,0.0883,4,0,1,69
2168,0.0597,-7.725,0.519,253330,4,0.411,0.524,93.998,0.0249,0.0759,0,0,1,60
2169,0.0501,-10.456,0.807,203911,4,0.651,0.43,148.491,0.0102,0.0758,9,1.98e-06,0,78
2170,0.0732,-9.799,0.631,154753,4,0.403,0.591,138.007,0.000235,0.0252,2,0.873,1,32
2171,0.115,-6.859,0.579,210861,5,0.929,0.942,174.933,0.147,0.0708,10,0.54,1,29
2172,0.0534,-3.808,0.845,301721,4,0.616,0.831,116.935,0.138,0.0313,4,0,0,15
2173,0.13,-4.825,0.865,225239,4,0.501,0.678,157.905,0.44,0.0296,7,0,0,62
2174,0.198,-5.709,0.791,162760,4,0.768,0.812,89.041,0.369,0.423,11,0.000161,0,42
2175,0.326,-4.919,0.526,180725,4,0.286,0.663,109.079,0.014,0.0323,2,0.00365,1,41
2176,0.103,-7.826,0.576,236525,4,0.283,0.291,67.887,0.812,0.0302,7,0,1,30
2177,0.0945,-10.917,0.645,173829,4,0.61,0.346,129.641,0.718,0.292,2,8.67e-05,1,51
2178,0.0607,-10.687,0.704,176346,4,0.451,0.423,113.962,0.416,0.0862,8,0.343,1,66
2179,0.668,-6.087,0.611,340853,4,0.638,0.686,101.657,0.0445,0.059,1,2.11e-06,0,24
2180,0.102,-6.434,0.667,215786,4,0.59,0.656,130.949,0.04,0.0679,10,0,0,58
2181,0.406,-10.615,0.759,195160,4,0.244,0.498,126.972,0.223,0.0405,10,5.84e-05,1,81
